date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-07-13,island_akiba,スマスロ シャーマンキング,3651,5546,2/2,2,121.9
2026-07-13,island_akiba,L戦国乙女４　戦乱に閃く炯眼の軍師,2637,4820,2/5,5,118.2
2026-07-13,island_akiba,Lパチスロ炎炎ノ消防隊2,2145,5121,7/12,12,114
2026-07-13,island_akiba,Lパチスロガールズ＆パンツァー 最終章,2083,3936,6/7,7,117.6
2026-07-13,island_akiba,L無職転生～異世界行ったら本気だす～,1790,5494,4/7,7,110.9
2026-07-13,island_akiba,Lパチスロ革命機ヴァルヴレイヴ2,1188,3546,9/14,14,111.2
2026-07-13,island_akiba,スマスロモンキーターンV,804,4084,3/6,6,106.6
2026-07-13,island_akiba,L少女☆歌劇 レヴュースタァライト -The SLOT-,659,4186,5/7,7,105.2
2026-07-13,island_akiba,回胴式遊技機グランベルム,581,3687,1/2,2,105.3
2026-07-13,island_akiba,スマスロとある科学の超電磁砲2,413,4943,2/5,5,102.8
2026-07-13,island_akiba,スマスロ化物語,239,7284,6/17,17,101.1
2026-07-13,island_akiba,スマスロ スーパーリオエース2,226,5229,6/15,15,101.4
2026-07-13,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,134,7697,17/43,43,100.6
2026-07-13,island_akiba,スマスロ 甲鉄城のカバネリ 海門決戦,77,8957,5/15,15,100.3
2026-07-13,island_akiba,スロット ゾンビランドサガ,-1,3101,1/6,6,100
2026-07-13,island_akiba,スロット ソードアート・オンラインⅡ,-7,8714,8/17,17,100
2026-07-13,island_akiba,L南国育ち SPECIAL,-47,8090,1/2,2,99.8
2026-07-13,island_akiba,スマスロ ミリオンゴッド-神々の軌跡-,-107,4722,6/10,10,99.2
2026-07-13,island_akiba,Lパチスロうみねこのなく頃に2,-140,4571,2/4,4,99
2026-07-13,island_akiba,真打 吉宗,-213,3853,2/8,8,98.2
2026-07-13,island_akiba,L ToLOVEるダークネス,-304,5405,19/42,42,98.1
2026-07-13,island_akiba,L戦国乙女5 業火を穿つ宿焔の双刃,-401,8795,12/29,29,98.5
2026-07-13,island_akiba,マイジャグラーV,-459,5090,3/10,10,97
2026-07-13,island_akiba,Lアズールレーン THE ANIMATION,-477,4378,2/8,8,96.4
2026-07-13,island_akiba,Lソードアート・オンライン,-640,6562,5/16,16,96.7
2026-07-13,island_akiba,アニマルスロット ドッチ,-687,4121,1/2,2,94.4
2026-07-13,island_akiba,スマスロ スーパーブラックジャック,-793,3796,3/14,14,93
2026-07-13,island_akiba,戦国コレクション6,-815,9264,2/10,10,97.1
2026-07-13,island_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-849,2210,0/2,2,87.2
2026-07-13,island_akiba,スマスロBIRDIE WING-Golf Girls’ Story-,-1094,2199,0/2,2,83.4
2026-07-13,island_akiba,スマスロ 攻殻機動隊,-1229,6564,1/6,6,93.8
2026-07-13,island_akiba,L虚構推理,-1362,4984,2/7,7,90.9
2026-07-13,island_akiba,スマスロ 七つの魔剣が支配する,-1757,4486,0/2,2,86.9
2026-07-13,island_akiba,Lバンドリ！,-1975,3788,0/10,10,82.6
2026-07-13,island_akiba,L東京喰種,-2037,6718,5/23,23,89.9
2026-07-13,island_akiba,Lタクトオーパス デスティニー,-2163,5750,0/2,2,87.5
