date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-06-10,honkan,A-SLOT+ ディスクアップ ULTRAREMIX,2612,4332,1/2,2,120.1
2026-06-10,honkan,L ToLOVEるダークネス TRANCE ver.8.7,2408,985,2/3,3,181.5
2026-06-10,honkan,沖ドキ！ＧＯＬＤ,1445,1732,2/3,3,127.8
2026-06-10,honkan,マイジャグラーV,735,6836,29/48,48,103.6
2026-06-10,honkan,スマスロ 甲鉄城のカバネリ 海門決戦,733,1650,8/14,14,114.8
2026-06-10,honkan,スマスロBIRDIE WING-Golf Girls’ Story-,704,2771,1/2,2,108.5
2026-06-10,honkan,スマスロモンキーターンV,663,700,4/7,7,131.6
2026-06-10,honkan,Lアズールレーン THE ANIMATION,535,661,2/3,3,127
2026-06-10,honkan,ネオアイムジャグラーEX,378,3926,17/26,26,103.2
2026-06-10,honkan,Lスマスロ北斗の拳,268,1600,4/6,6,105.6
2026-06-10,honkan,ミスタージャグラー,206,3777,2/3,3,101.8
2026-06-10,honkan,沖ドキ！BLACK,79,856,2/4,4,103.1
2026-06-10,honkan,Lパチスロ炎炎ノ消防隊2,70,510,2/6,6,104.6
2026-06-10,honkan,沖ドキ!ゴージャス 30Φ,7,1264,3/7,7,100.2
2026-06-10,honkan,スマスロ 沖ドキ!DUO アンコール,4,468,1/4,4,100.2
2026-06-10,honkan,ハッピージャグラーＶＩＩＩ,3,4678,2/4,4,100
2026-06-10,honkan,スマスロ新鬼武者3,-33,190,0/3,3,94.2
2026-06-10,honkan,ファンキージャグラー２ＫＴ,-45,4573,3/8,8,99.7
2026-06-10,honkan,キングハナハナ-30,-55,5037,3/10,10,99.6
2026-06-10,honkan,L東京喰種,-62,1753,7/18,18,98.8
2026-06-10,honkan,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-84,599,0/6,6,95.3
2026-06-10,honkan,スマスロとある科学の超電磁砲2,-97,63,0/2,2,48.3
2026-06-10,honkan,ゴーゴージャグラー３,-189,3644,4/14,14,98.3
2026-06-10,honkan,スマスロ ハナビ,-192,2106,2/4,4,97
2026-06-10,honkan,スマスロ 攻殻機動隊,-220,1224,1/4,4,94
2026-06-10,honkan,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,-229,615,1/3,3,87.6
2026-06-10,honkan,スマスロ ゴッドイーター リザレクション,-230,578,1/3,3,86.7
2026-06-10,honkan,スマスロ モンスターハンターライズ,-266,1026,0/3,3,91.4
2026-06-10,honkan,スマスロ北斗の拳 転生の章2,-286,1090,3/17,17,91.3
2026-06-10,honkan,アレックス ブライト,-298,427,0/2,2,76.7
2026-06-10,honkan,Lパチスロうみねこのなく頃に2,-298,926,0/2,2,89.3
2026-06-10,honkan,L戦国乙女４　戦乱に閃く炯眼の軍師,-299,250,0/4,4,60.1
2026-06-10,honkan,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-345,774,0/4,4,85.1
2026-06-10,honkan,L主役は銭形5,-435,731,0/3,3,80.2
2026-06-10,honkan,スマスロ スーパーブラックジャック,-451,1121,0/2,2,86.6
2026-06-10,honkan,ニューキングハナハナV‐30,-465,2125,1/3,3,92.7
2026-06-10,honkan,スマスロ 東京リベンジャーズ,-499,842,0/3,3,80.2
2026-06-10,honkan,スマスロ バイオハザードRE:3,-531,843,0/3,3,79
2026-06-10,honkan,スマスロ ミリオンゴッド-神々の軌跡-,-565,3530,3/10,10,94.7
2026-06-10,honkan,Lパチスロからくりサーカス,-565,511,0/3,3,63.1
2026-06-10,honkan,ジャグラーガールズSS,-571,2999,1/5,5,93.7
2026-06-10,honkan,沖ドキ！ＧＯＬＤ-30,-647,2753,6/16,16,92.2
2026-06-10,honkan,Lパチスロ かぐや様は告らせたい,-697,581,0/3,3,60
2026-06-10,honkan,ウルトラミラクルジャグラー,-720,2352,0/4,4,89.8
2026-06-10,honkan,スマスロ スーパーリオエース2,-738,914,0/5,5,73.1
2026-06-10,honkan,L不二子BT,-848,2076,0/2,2,86.4
2026-06-10,honkan,スマート沖スロ ニューキングハナハナV,-935,3589,1/5,5,91.3
2026-06-10,honkan,Lラブ嬢3～Wご指名はいかがですか?～,-1043,1198,0/2,2,71
2026-06-10,honkan,プリズムナナ,-1047,1032,0/2,2,66.2
2026-06-10,honkan,L戦国乙女5 業火を穿つ宿焔の双刃,-1054,7444,2/8,8,95.3
2026-06-10,honkan,Lパチスロ革命機ヴァルヴレイヴ2,-1240,1693,0/4,4,75.6
2026-06-10,honkan,真打 吉宗,-1310,2246,1/6,6,80.6
2026-06-10,honkan,スロット ソードアート・オンラインⅡ,-1422,7471,1/6,6,93.7
2026-06-10,honkan,スマスロ ビッグドリーム THE GOLDEN PUSHER,-1559,1614,0/3,3,67.8
2026-06-10,honkan,チバリヨ2,-1595,1752,0/3,3,69.7
2026-06-10,honkan,スマスロ化物語,0,0,0/5,5,
2026-06-10,honkan,いざ！番長,0,0,0/3,3,
2026-06-10,honkan,スマスロヨルムンガンド,0,0,0/2,2,
2026-06-10,honkan,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,0,0,0/2,2,
