date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-06-17,shinkan,Lソードアート・オンライン,3784,7339,3/4,4,117.2
2026-06-17,shinkan,Lパチスロうみねこのなく頃に2,1649,8146,2/2,2,106.7
2026-06-17,shinkan,真打 吉宗,1450,3641,3/6,6,113.3
2026-06-17,shinkan,スマスロBIRDIE WING-Golf Girls’ Story-,1264,2926,1/2,2,114.4
2026-06-17,shinkan,いざ！番長,1208,1851,2/3,3,121.7
2026-06-17,shinkan,L戦国乙女5 業火を穿つ宿焔の双刃,1167,7106,4/8,8,105.5
2026-06-17,shinkan,L無職転生～異世界行ったら本気だす～,1152,708,1/2,2,154.3
2026-06-17,shinkan,スマスロ 攻殻機動隊,1151,2722,2/4,4,114.1
2026-06-17,shinkan,A-SLOT+異世界かるてっとBT,909,1907,2/2,2,115.9
2026-06-17,shinkan,スマスロ北斗の拳 転生の章2,687,3392,6/13,13,106.8
2026-06-17,shinkan,スマスロ モンスターハンターライズ,505,1886,1/4,4,108.9
2026-06-17,shinkan,マイジャグラーV,502,5097,23/43,43,103.3
2026-06-17,shinkan,L ＨＥＹ！エリートサラリーマン鏡,502,3009,2/3,3,105.6
2026-06-17,shinkan,スマスロ鉄拳6,501,894,1/2,2,118.7
2026-06-17,shinkan,スマスロヨルムンガンド,450,1056,1/2,2,114.2
2026-06-17,shinkan,スマート沖スロ ニューキングハナハナV,437,2146,2/3,3,106.8
2026-06-17,shinkan,スマスロ ゴッドイーター リザレクション,405,1691,3/4,4,108
2026-06-17,shinkan,スマスロ バイオハザードRE:3,308,1211,4/7,7,108.5
2026-06-17,shinkan,沖ドキ!ゴージャス 30Φ,307,1160,2/3,3,108.8
2026-06-17,shinkan,バーサスリヴァイズ,304,3097,1/3,3,103.3
2026-06-17,shinkan,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,258,1215,2/4,4,107.1
2026-06-17,shinkan,パチスロ　甲鉄城のカバネリ,255,408,1/2,2,120.8
2026-06-17,shinkan,A-SLOT+ ディスクアップ ULTRAREMIX,249,1764,1/2,2,104.7
2026-06-17,shinkan,ジャグラーガールズSS,125,1869,2/5,5,102.2
2026-06-17,shinkan,L東京喰種,110,2280,7/16,16,101.6
2026-06-17,shinkan,マジカルハロウィン　～Trick or Treat!～,109,464,2/2,2,107.8
2026-06-17,shinkan,沖ドキ！ＧＯＬＤ-30,106,1823,5/9,9,101.9
2026-06-17,shinkan,クランキークレスト,102,3936,1/2,2,100.9
2026-06-17,shinkan,ミスタージャグラー,73,3553,2/3,3,100.7
2026-06-17,shinkan,ハッピージャグラーＶＩＩＩ,47,2418,3/7,7,100.6
2026-06-17,shinkan,ファンキージャグラー２ＫＴ,41,2715,2/5,5,100.5
2026-06-17,shinkan,スマスロとある科学の超電磁砲2,0,113,0/2,2,100
2026-06-17,shinkan,ネオアイムジャグラーEX,-45,3188,15/33,33,99.5
2026-06-17,shinkan,Lパチスロ革命機ヴァルヴレイヴ2,-159,2857,1/5,5,98.1
2026-06-17,shinkan,L戦国乙女４　戦乱に閃く炯眼の軍師,-214,1312,2/5,5,94.6
2026-06-17,shinkan,スマスロ スーパーブラックジャック,-230,436,0/3,3,82.4
2026-06-17,shinkan,この素晴らしい世界に祝福を！,-296,584,0/3,3,83.1
2026-06-17,shinkan,スマスロ化物語,-299,410,0/6,6,75.6
2026-06-17,shinkan,ゴーゴージャグラー３,-346,2162,1/10,10,94.7
2026-06-17,shinkan,スマスロ シャーマンキング,-397,260,0/2,2,49.1
2026-06-17,shinkan,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-439,1522,2/7,7,90.4
2026-06-17,shinkan,新ハナビ,-446,1430,0/2,2,89.6
2026-06-17,shinkan,Lパチスロ炎炎ノ消防隊2,-481,1135,2/8,8,85.9
2026-06-17,shinkan,スマスロ ハナビ,-546,2208,0/4,4,91.8
