date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-05-29,honkan,Lパチスロからくりサーカス,1306,922,1/3,3,147.2
2026-05-29,honkan,ニューキングハナハナV‐30,1271,6768,2/3,3,106.3
2026-05-29,honkan,プリズムナナ,1200,2117,1/2,2,118.9
2026-05-29,honkan,スマスロ ゴッドイーター リザレクション,1136,1703,1/3,3,122.2
2026-05-29,honkan,スマスロ スーパーブラックジャック,1052,380,1/2,2,192.4
2026-05-29,honkan,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,996,3285,1/3,3,110.1
2026-05-29,honkan,L無職転生～異世界行ったら本気だす～,995,744,1/2,2,144.6
2026-05-29,honkan,Lパチスロ革命機ヴァルヴレイヴ2,910,702,3/4,4,143.2
2026-05-29,honkan,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,737,1417,1/3,3,117.3
2026-05-29,honkan,スマスロヨルムンガンド,700,442,1/2,2,152.8
2026-05-29,honkan,沖ドキ!ゴージャス 30Φ,561,4122,3/7,7,104.5
2026-05-29,honkan,スマスロ 沖ドキ!DUO アンコール,466,2632,2/3,3,105.9
2026-05-29,honkan,ジャグラーガールズSS,443,2053,4/5,5,107.2
2026-05-29,honkan,Lスマスロ北斗の拳,443,774,4/8,8,119.1
2026-05-29,honkan,スマスロ化物語,405,945,2/7,7,114.3
2026-05-29,honkan,ネオアイムジャグラーEX,389,2911,13/26,26,104.5
2026-05-29,honkan,沖ドキ！ＧＯＬＤ,308,1938,2/3,3,105.3
2026-05-29,honkan,ファンキージャグラー２ＫＴ,273,3460,3/7,7,102.6
2026-05-29,honkan,沖ドキ！BLACK,261,2026,3/4,4,104.3
2026-05-29,honkan,L ToLOVEるダークネス TRANCE ver.8.7,248,1789,1/3,3,104.6
2026-05-29,honkan,マイジャグラーV,232,5117,27/48,48,101.5
2026-05-29,honkan,スマスロモンキーターンV,103,833,3/12,12,104.1
2026-05-29,honkan,Lパチスロうみねこのなく頃に2,102,1785,1/2,2,101.9
2026-05-29,honkan,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,86,395,2/6,6,107.2
2026-05-29,honkan,真打 吉宗,54,2049,2/6,6,100.9
2026-05-29,honkan,A-SLOT+ ディスクアップ ULTRAREMIX,-44,2773,1/2,2,99.5
2026-05-29,honkan,スマスロ モンスターハンターライズ,-58,1250,1/3,3,98.4
2026-05-29,honkan,L東京喰種,-68,1723,7/18,18,98.7
2026-05-29,honkan,L戦国乙女４　戦乱に閃く炯眼の軍師,-98,88,0/3,3,62.9
2026-05-29,honkan,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-100,337,0/2,2,90.2
2026-05-29,honkan,ハッピージャグラーＶＩＩＩ,-116,1617,1/5,5,97.6
2026-05-29,honkan,沖ドキ！ＧＯＬＤ-30,-116,2946,5/16,16,98.7
2026-05-29,honkan,いざ！番長,-162,747,2/3,3,92.8
2026-05-29,honkan,スマスロ 攻殻機動隊,-167,1970,1/4,4,97.2
2026-05-29,honkan,ウルトラミラクルジャグラー,-225,1654,0/4,4,95.5
2026-05-29,honkan,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,-235,623,0/3,3,87.5
2026-05-29,honkan,スマスロ ハナビ,-276,1351,0/4,4,93.2
2026-05-29,honkan,アレックス ブライト,-297,1831,0/2,2,94.6
2026-05-29,honkan,ゴーゴージャグラー３,-331,2661,4/14,14,95.9
2026-05-29,honkan,スマスロ新鬼武者3,-347,416,0/2,2,72.2
2026-05-29,honkan,Lラブ嬢3～Wご指名はいかがですか?～,-394,2853,0/2,2,95.4
2026-05-29,honkan,スマート沖スロ ニューキングハナハナV,-442,3707,1/4,4,96
2026-05-29,honkan,ミスタージャグラー,-462,2191,1/3,3,93
2026-05-29,honkan,スマスロ バイオハザードRE:3,-492,1906,2/9,9,91.4
2026-05-29,honkan,スマスロ 東京リベンジャーズ,-559,1137,0/3,3,83.6
2026-05-29,honkan,Lアズールレーン THE ANIMATION,-562,1358,1/3,3,86.2
2026-05-29,honkan,キングハナハナ-30,-646,2606,1/10,10,91.7
2026-05-29,honkan,スマスロとある科学の超電磁砲2,-694,1730,1/2,2,86.6
2026-05-29,honkan,スマスロ鉄拳6,-698,743,0/4,4,68.7
2026-05-29,honkan,スマスロ北斗の拳 転生の章2,-713,1571,3/17,17,84.9
2026-05-29,honkan,スマスロ 甲鉄城のカバネリ 海門決戦,-770,2820,2/12,12,90.9
2026-05-29,honkan,Lパチスロ炎炎ノ消防隊2,-793,2316,2/6,6,88.6
2026-05-29,honkan,スマスロ スーパーリオエース2,-1033,2304,1/5,5,85.1
2026-05-29,honkan,L主役は銭形5,-1067,912,0/3,3,61
2026-05-29,honkan,チバリヨ2,-1868,1962,0/3,3,68.3
2026-05-29,honkan,スマスロ ビッグドリーム THE GOLDEN PUSHER,-2328,4833,1/3,3,83.9
2026-05-29,honkan,スマスロ ミリオンゴッド-神々の軌跡-,-2337,4790,2/10,10,83.7
