date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-09-15,bigdipper,スマスロ ミリオンゴッド-神々の軌跡-,6257,6568,3/3,3,131.8
2026-09-15,bigdipper,スマスロ モンスターハンターライズ,3141,2436,2/3,3,143
2026-09-15,bigdipper,Lパチスロ かぐや様は告らせたい,2340,3930,2/3,3,119.9
2026-09-15,bigdipper,スマスロ ビッグドリーム THE GOLDEN PUSHER,2271,2393,1/2,2,131.6
2026-09-15,bigdipper,真打 吉宗,1566,4299,2/2,2,112.1
2026-09-15,bigdipper,L戦国乙女４　戦乱に閃く炯眼の軍師,1125,3321,1/2,2,111.3
2026-09-15,bigdipper,パチスロ　甲鉄城のカバネリ,1028,3731,2/4,4,109.2
2026-09-15,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,819,3944,3/8,8,106.9
2026-09-15,bigdipper,Lパチスロからくりサーカス,585,1214,3/5,5,116.1
2026-09-15,bigdipper,スマスロ ゴッドイーター リザレクション,469,911,2/4,4,117.2
2026-09-15,bigdipper,スマスロ北斗の拳 転生の章2,339,2016,2/3,3,105.6
2026-09-15,bigdipper,Lパチスロ炎炎ノ消防隊2,322,1208,2/3,3,108.9
2026-09-15,bigdipper,スマスロ 東京リベンジャーズ,248,2504,1/3,3,103.3
2026-09-15,bigdipper,ゴーゴージャグラー３,230,1902,3/7,7,104
2026-09-15,bigdipper,Lソードアート・オンライン,224,306,1/2,2,124.4
2026-09-15,bigdipper,スマスロ やじきた道中記参る！,199,2072,1/3,3,103.2
2026-09-15,bigdipper,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,82,1204,2/4,4,102.3
2026-09-15,bigdipper,L戦国乙女5 業火を穿つ宿焔の双刃,31,4295,1/4,4,100.2
2026-09-15,bigdipper,ウルトラミラクルジャグラー,-101,1896,2/3,3,98.2
2026-09-15,bigdipper,マイジャグラーV,-175,1420,3/11,11,95.9
2026-09-15,bigdipper,ファンキージャグラー２ＫＴ,-180,2461,1/5,5,97.6
2026-09-15,bigdipper,スマスロ 甲鉄城のカバネリ 海門決戦,-189,1747,3/7,7,96.4
2026-09-15,bigdipper,L東京喰種,-302,3465,2/7,7,97.1
2026-09-15,bigdipper,スマスロ 攻殻機動隊,-392,1968,1/3,3,93.4
2026-09-15,bigdipper,Lパチスロ彼女、お借りします,-483,5130,2/3,3,96.9
2026-09-15,bigdipper,スロット ワールドダイスター,-539,1237,1/2,2,85.5
2026-09-15,bigdipper,L無職転生～異世界行ったら本気だす～,-597,615,0/2,2,67.6
2026-09-15,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,-601,784,0/10,10,74.4
2026-09-15,bigdipper,スマスロモンキーターンV,-691,2125,2/5,5,89.2
2026-09-15,bigdipper,この素晴らしい世界に祝福を！,-889,2262,0/2,2,86.9
2026-09-15,bigdipper,回胴式遊技機グランベルム,-890,1946,0/3,3,84.8
2026-09-15,bigdipper,スマスロ化物語,-1162,1777,0/4,4,78.2
2026-09-15,bigdipper,スマスロ とある魔術の禁書目録2,-1196,1260,0/3,3,68.4
2026-09-15,bigdipper,スマスロ リコリス・リコイル,-1203,6699,2/5,5,94
2026-09-15,bigdipper,Lパチスロからくりサーカス2,-1402,1589,1/6,6,70.6
2026-09-15,bigdipper,スマスロ新鬼武者3,-1419,1484,0/3,3,68.1
2026-09-15,bigdipper,スマスロ ストリートファイター6,-1671,1298,0/2,2,57.1
2026-09-15,bigdipper,スロット ソードアート・オンラインⅡ,-2424,6880,1/3,3,88.3
2026-09-15,bigdipper,L青春ブタ野郎はバニーガール先輩の夢を見ない,-2542,3465,0/2,2,75.5
2026-09-15,bigdipper,モグモグ風林火山 大海戦の巻,-3181,4463,0/3,3,76.2
