date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-09-01,island_akiba,Lバンドリ！,600,6797,0,16,-1628,92,425,,425
2026-09-01,island_akiba,Lバンドリ！,601,5403,0,9,-1349,91.7,600,,600
2026-09-01,island_akiba,Lバンドリ！,602,2519,0,8,-1349,82.1,315,,315
2026-09-01,island_akiba,Lバンドリ！,603,6443,0,14,-1024,94.7,460,,460
2026-09-01,island_akiba,Lバンドリ！,605,8296,0,15,5581,122.4,553,,553
2026-09-01,island_akiba,Lバンドリ！,606,3890,0,10,-2094,82.1,389,,389
2026-09-01,island_akiba,Lバンドリ！,607,4140,0,10,-2373,80.9,414,,414
2026-09-01,island_akiba,Lバンドリ！,608,4469,0,13,-1907,85.8,344,,344
2026-09-01,island_akiba,Lバンドリ！,610,8629,0,17,162,100.6,508,,508
2026-09-01,island_akiba,Lバンドリ！,611,2837,0,7,-1489,82.5,405,,405
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,612,10606,25,0,1511,104.7,424,424,
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,613,4366,12,0,-884,93.3,364,364,
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,615,10638,23,0,3627,111.4,463,463,
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,616,4616,12,0,-2233,83.9,385,385,
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,617,10186,30,0,-1628,94.7,340,340,
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,618,5382,18,0,-3256,79.8,299,299,
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,620,10212,20,0,1651,105.4,511,511,
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,621,5140,9,0,1069,106.9,571,571,
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,622,10499,22,0,-280,99.1,477,477,
2026-09-01,island_akiba,戦国コレクション５,623,4373,0,0,-1349,89.7,,,
2026-09-01,island_akiba,この素晴らしい世界に祝福を！,625,8549,0,21,-280,98.9,407,,407
2026-09-01,island_akiba,パチスロ　戦姫絶唱シンフォギア　勇気の歌,626,5200,0,25,-1489,90.5,208,,208
2026-09-01,island_akiba,パチスロ　アイドルマスター　ミリオンライブ！,627,5439,0,18,151,100.9,302,,302
2026-09-01,island_akiba,パチスロ戦国恋姫,628,3704,9,9,-1489,86.6,206,412,412
2026-09-01,island_akiba,,630,1030,11,0,-745,75.9,94,94,
2026-09-01,island_akiba,,631,3630,56,0,906,108.3,65,65,
2026-09-01,island_akiba,,632,2218,6,6,-1768,73.4,185,370,370
2026-09-01,island_akiba,,633,1540,21,3,6325,236.9,64,73,513
2026-09-01,island_akiba,,635,3617,0,10,-2977,72.6,362,,362
2026-09-01,island_akiba,,636,3562,0,11,-1628,84.8,324,,324
