date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-08-30,stardust,スマスロ ハナビ,881,3515,2/4,4,108.4
2026-08-30,stardust,L戦国乙女5 業火を穿つ宿焔の双刃,880,3726,2/6,6,107.9
2026-08-30,stardust,ゴーゴージャグラー３,732,5365,4/6,6,104.5
2026-08-30,stardust,スマスロケロット5BT,628,2050,1/2,2,110.2
2026-08-30,stardust,スマスロモンキーターンV,278,4950,3/5,5,101.9
2026-08-30,stardust,いざ！番長,73,1351,1/3,3,101.8
2026-08-30,stardust,スマスロ北斗の拳 転生の章2,-48,2612,4/12,12,99.4
2026-08-30,stardust,Lパチスロ炎炎ノ消防隊2,-78,3227,1/3,3,99.2
2026-08-30,stardust,マイジャグラーV,-110,4043,5/16,16,99.1
2026-08-30,stardust,L東京喰種,-270,4513,3/8,8,98
2026-08-30,stardust,ジャグラーガールズSS,-289,2478,3/4,4,96.1
2026-08-30,stardust,ウルトラミラクルジャグラー,-304,2907,1/4,4,96.5
2026-08-30,stardust,ミスタージャグラー,-305,2135,1/4,4,95.2
2026-08-30,stardust,ファンキージャグラー２ＫＴ,-308,3279,2/8,8,96.9
2026-08-30,stardust,スマスロBIRDIE WING-Golf Girls’ Story-,-599,832,0/2,2,76
2026-08-30,stardust,ハッピージャグラーＶＩＩＩ,-612,2971,2/3,3,93.1
2026-08-30,stardust,ネオアイムジャグラーEX,-847,2956,0/5,5,90.4
2026-08-30,stardust,Lスマスロ北斗の拳,-963,5844,2/6,6,94.5
2026-08-30,stardust,スマスロ スーパーリオエース2,-1015,1042,0/3,3,67.5
2026-08-30,stardust,スロット ソードアート・オンラインⅡ,-1060,7461,2/5,5,95.3
2026-08-30,stardust,スマスロ サンダーV,-1096,2832,0/2,2,87.1
2026-08-30,stardust,スマスロ 甲鉄城のカバネリ 海門決戦,-1237,2909,1/6,6,85.8
2026-08-30,stardust,スマスロ バイオハザードRE:3,-1278,1738,0/3,3,75.5
2026-08-30,stardust,スマスロ ストリートファイター6,-1451,2414,0/4,4,80
2026-08-30,stardust,スロット ワールドダイスター,-1455,2690,0/2,2,82
2026-08-30,stardust,スマスロ やじきた道中記参る！,-1481,4034,1/3,3,87.8
2026-08-30,stardust,スマスロ化物語,-1651,4033,0/2,2,86.4
2026-08-30,stardust,スマスロ とある魔術の禁書目録2,-1954,5302,1/5,5,87.7
2026-08-30,stardust,Lパチスロからくりサーカス2,-2294,3980,0/6,6,80.8
2026-08-30,stardust,真打 吉宗,-2329,4282,1/5,5,81.9
2026-08-30,stardust,スマスロ ミリオンゴッド-神々の軌跡-,-2396,4729,0/7,7,83.1
2026-08-30,stardust,戦国コレクション6,-2455,3843,0/2,2,78.7
