date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-08-19,stardust,マイジャグラーV,343,6320,22,30,1366,107.2,122,287,211
2026-08-19,stardust,マイジャグラーV,344,492,1,0,,,492,492,
2026-08-19,stardust,マイジャグラーV,345,2702,10,10,177,102.2,135,270,270
2026-08-19,stardust,マイジャグラーV,346,3968,17,8,255,102.1,159,233,496
2026-08-19,stardust,マイジャグラーV,347,4894,23,14,1055,107.2,132,213,350
2026-08-19,stardust,マイジャグラーV,348,1691,4,6,,,169,423,282
2026-08-19,stardust,マイジャグラーV,349,1662,3,6,,,185,554,277
2026-08-19,stardust,マイジャグラーV,350,3701,12,12,-343,96.9,154,308,308
2026-08-19,stardust,マイジャグラーV,351,2077,6,4,,,208,346,519
2026-08-19,stardust,マイジャグラーV,352,6109,35,15,2852,115.6,122,175,407
2026-08-19,stardust,,353,4130,19,15,921,107.4,121,217,275
2026-08-19,stardust,,354,2060,5,7,,,172,412,294
2026-08-19,stardust,,355,1677,5,5,,,168,335,335
2026-08-19,stardust,,356,480,2,0,,,240,240,
2026-08-19,stardust,マイジャグラーV,357,4447,16,15,191,101.4,143,278,296
2026-08-19,stardust,マイジャグラーV,358,1764,3,6,,,196,588,294
2026-08-19,stardust,マイジャグラーV,359,2037,7,3,,,204,291,679
2026-08-19,stardust,マイジャグラーV,360,5623,17,12,-1065,93.7,194,331,469
2026-08-19,stardust,マイジャグラーV,361,1806,6,4,,,181,301,452
2026-08-19,stardust,マイジャグラーV,362,3255,13,6,13,100.1,171,250,543
2026-08-19,stardust,ファンキージャグラー２ＫＴ,363,1799,3,3,,,300,600,600
2026-08-19,stardust,ファンキージャグラー２ＫＴ,364,1555,5,0,,,311,311,
2026-08-19,stardust,ファンキージャグラー２ＫＴ,365,5572,20,17,85,100.5,151,279,328
2026-08-19,stardust,,366,2204,7,9,,,138,315,245
2026-08-19,stardust,,367,1031,3,2,,,206,344,516
2026-08-19,stardust,,368,4053,24,15,2401,119.7,104,169,270
2026-08-19,stardust,,369,1317,5,6,51,101.3,120,263,220
2026-08-19,stardust,,370,570,1,1,-195,88.6,285,570,570
2026-08-19,stardust,,371,2353,6,9,,,157,392,261
2026-08-19,stardust,,372,2986,8,7,,,199,373,427
2026-08-19,stardust,ネオアイムジャグラーEX,373,3226,13,7,,,161,248,461
2026-08-19,stardust,ネオアイムジャグラーEX,374,2777,9,13,354,104.2,126,309,214
2026-08-19,stardust,ネオアイムジャグラーEX,375,2612,9,7,,,163,290,373
2026-08-19,stardust,ネオアイムジャグラーEX,376,2234,11,2,538,108,172,203,1117
2026-08-19,stardust,ネオアイムジャグラーEX,377,398,2,0,65,105.4,199,199,
2026-08-19,stardust,ファンキージャグラー２ＫＴ,378,3522,12,12,,,147,294,294
2026-08-19,stardust,ファンキージャグラー２ＫＴ,379,1946,7,7,141,102.4,139,278,278
2026-08-19,stardust,ファンキージャグラー２ＫＴ,380,2018,5,6,-684,88.7,183,404,336
2026-08-19,stardust,ファンキージャグラー２ＫＴ,381,3394,10,9,,,179,339,377
2026-08-19,stardust,ファンキージャグラー２ＫＴ,382,4710,14,19,,,143,336,248
2026-08-19,stardust,ゴーゴージャグラー３,383,2980,11,10,,,142,271,298
2026-08-19,stardust,ゴーゴージャグラー３,384,1392,3,0,,,464,464,
2026-08-19,stardust,ゴーゴージャグラー３,385,1614,7,3,95,102,161,231,538
2026-08-19,stardust,ゴーゴージャグラー３,386,5781,32,15,2120,112.2,123,181,385
2026-08-19,stardust,ゴーゴージャグラー３,387,1151,5,2,,,164,230,576
2026-08-19,stardust,ゴーゴージャグラー３,388,4752,20,10,182,101.3,158,238,475
2026-08-19,stardust,,389,845,3,3,,,141,282,282
2026-08-19,stardust,,390,3123,9,12,-475,94.9,149,347,260
2026-08-19,stardust,,391,502,2,2,201,113.3,126,251,251
2026-08-19,stardust,,392,2518,10,3,,,194,252,839
2026-08-19,stardust,,393,7667,45,16,,,126,170,479
2026-08-19,stardust,,394,695,6,2,,,87,116,348
2026-08-19,stardust,,395,266,3,1,234,129.3,67,89,266
2026-08-19,stardust,,396,743,4,2,,,124,186,372
2026-08-19,stardust,,397,2812,24,7,,,91,117,402
2026-08-19,stardust,,398,1489,8,4,,,124,186,372
2026-08-19,stardust,,399,1591,16,1,0,100,94,99,1591
2026-08-19,stardust,,400,926,3,2,-843,69.7,185,309,463
2026-08-19,stardust,,401,3769,59,3,4785,142.3,61,64,1256
2026-08-19,stardust,,402,2446,9,7,,,153,272,349
2026-08-19,stardust,Lスマスロ北斗の拳,403,2646,13,7,,,132,204,378
2026-08-19,stardust,Lスマスロ北斗の拳,404,986,3,3,,,164,329,329
2026-08-19,stardust,Lスマスロ北斗の拳,405,2180,23,9,1553,123.7,68,95,242
2026-08-19,stardust,Lスマスロ北斗の拳,406,0,0,0,0,,,,
2026-08-19,stardust,Lスマスロ北斗の拳,407,2124,16,19,1135,117.8,61,133,112
2026-08-19,stardust,Lスマスロ北斗の拳,408,283,5,6,549,164.7,26,57,47
2026-08-19,stardust,,409,3603,23,13,491,104.5,100,157,277
2026-08-19,stardust,,410,2218,20,8,754,111.3,79,111,277
2026-08-19,stardust,,411,1491,12,4,526,111.8,93,124,373
2026-08-19,stardust,,412,3383,8,23,125,101.2,109,423,147
2026-08-19,stardust,,413,2452,5,14,,,129,490,175
2026-08-19,stardust,,414,2471,16,6,1452,119.6,112,154,412
2026-08-19,stardust,,415,2006,5,3,,,251,401,669
2026-08-19,stardust,,416,1676,19,4,1102,121.9,73,88,419
2026-08-19,stardust,,417,1647,17,4,439,108.9,78,97,412
2026-08-19,stardust,,418,2005,18,4,197,103.3,91,111,501
2026-08-19,stardust,,419,2966,42,6,3064,134.4,62,71,494
2026-08-19,stardust,,420,1986,10,3,-1299,78.2,153,199,662
2026-08-19,stardust,,421,3442,38,9,1693,116.4,73,91,382
2026-08-19,stardust,,422,1694,14,2,,,106,121,847
2026-08-19,stardust,,423,1298,5,4,,,144,260,325
2026-08-19,stardust,,424,979,11,3,524,117.8,70,89,326
2026-08-19,stardust,,425,1119,3,4,,,160,373,280
2026-08-19,stardust,,426,5248,0,15,,,350,,350
2026-08-19,stardust,,427,3106,0,6,,,518,,518
2026-08-19,stardust,,428,1804,0,3,,,601,,601
2026-08-19,stardust,,429,770,0,1,,,770,,770
2026-08-19,stardust,,430,6103,0,29,3898,121.3,210,,210
2026-08-19,stardust,,431,898,0,1,,,898,,898
2026-08-19,stardust,Lパチスロからくりサーカス2,432,3311,36,8,90,100.9,75,92,414
2026-08-19,stardust,Lパチスロからくりサーカス2,433,4281,41,18,1531,111.9,73,104,238
2026-08-19,stardust,Lパチスロからくりサーカス2,434,2316,28,6,4834,169.6,68,83,386
2026-08-19,stardust,Lパチスロからくりサーカス2,435,3274,25,13,,,86,131,252
2026-08-19,stardust,Lパチスロからくりサーカス2,436,4036,58,19,2010,116.6,52,70,212
2026-08-19,stardust,Lパチスロからくりサーカス2,437,3705,31,13,,,84,120,285
2026-08-19,stardust,,438,7461,24,32,13254,159.2,133,311,233
2026-08-19,stardust,,439,2786,6,12,,,155,464,232
2026-08-19,stardust,,440,5291,11,20,-1459,90.8,171,481,265
2026-08-19,stardust,L東京喰種,441,2653,18,8,236,103,102,147,332
2026-08-19,stardust,L東京喰種,442,2327,15,8,584,108.4,101,155,291
2026-08-19,stardust,L東京喰種,443,1819,12,7,,,96,152,260
2026-08-19,stardust,L東京喰種,444,6425,47,17,5758,129.9,100,137,378
2026-08-19,stardust,L東京喰種,445,390,2,3,,,78,195,130
2026-08-19,stardust,L東京喰種,446,256,2,2,114,114.8,64,128,128
2026-08-19,stardust,L東京喰種,447,3454,20,9,223,102.2,119,173,384
2026-08-19,stardust,,448,692,6,2,430,120.7,87,115,346
2026-08-19,stardust,,449,5426,20,14,,,160,271,388
2026-08-19,stardust,,450,2395,13,4,439,106.1,141,184,599
2026-08-19,stardust,,451,3146,14,10,38,100.4,131,225,315
2026-08-19,stardust,,452,4084,38,14,,,79,107,292
2026-08-19,stardust,,453,3038,15,12,,,113,203,253
2026-08-19,stardust,,454,2846,31,10,406,104.8,69,92,285
2026-08-19,stardust,,455,3889,78,3,7724,166.2,48,50,1296
2026-08-19,stardust,,456,4065,39,12,,,80,104,339
2026-08-19,stardust,,457,485,1,0,,,485,485,
