date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-09-23,stardust,スマスロモンキーターンV,2629,4293,3/5,5,120.4
2026-09-23,stardust,真打 吉宗,1916,5566,3/5,5,111.5
2026-09-23,stardust,L戦国乙女5 業火を穿つ宿焔の双刃,1895,4851,4/6,6,113
2026-09-23,stardust,L東京喰種,1742,5033,4/7,7,111.5
2026-09-23,stardust,スロット ワールドダイスター,1101,4867,1/2,2,107.5
2026-09-23,stardust,Lパチスロからくりサーカス2,942,3779,1/6,6,108.3
2026-09-23,stardust,スマスロ リコリス・リコイル,848,5278,5/8,8,105.4
2026-09-23,stardust,スマスロ とある魔術の禁書目録2,608,3789,3/5,5,105.4
2026-09-23,stardust,ネオアイムジャグラーEX,570,4969,3/5,5,103.8
2026-09-23,stardust,スマスロ ハナビ,412,2607,2/3,3,105.3
2026-09-23,stardust,ミスタージャグラー,261,2598,2/4,4,103.4
2026-09-23,stardust,スマスロ サンダーV,252,2824,1/2,2,103
2026-09-23,stardust,ウルトラミラクルジャグラー,199,5077,3/4,4,101.3
2026-09-23,stardust,ハッピージャグラーＶＩＩＩ,193,3725,3/3,3,101.7
2026-09-23,stardust,スマスロ スーパーリオエース2,188,1925,1/3,3,103.3
2026-09-23,stardust,スマスロ北斗の拳 転生の章2,105,4147,3/10,10,100.8
2026-09-23,stardust,スマスロ ストリートファイター6,88,951,2/4,4,103.1
2026-09-23,stardust,ジャグラーガールズSS,34,3561,2/4,4,100.3
2026-09-23,stardust,スロット ソードアート・オンラインⅡ,-129,6447,2/5,5,99.3
2026-09-23,stardust,ゴーゴージャグラー３,-210,2160,2/6,6,96.8
2026-09-23,stardust,ファンキージャグラー２ＫＴ,-302,3710,3/8,8,97.3
2026-09-23,stardust,いざ！番長,-468,3269,2/3,3,95.2
2026-09-23,stardust,スマスロ 甲鉄城のカバネリ 海門決戦,-568,4470,3/5,5,95.8
2026-09-23,stardust,スマスロ やじきた道中記参る！,-698,3085,1/3,3,92.5
2026-09-23,stardust,マイジャグラーV,-720,3618,3/16,16,93.4
2026-09-23,stardust,Lパチスロ彼女、お借りします,-1042,3439,0/5,5,89.9
2026-09-23,stardust,Lスマスロ北斗の拳,-1091,4825,2/6,6,92.5
2026-09-23,stardust,Lパチスロ炎炎ノ消防隊2,-1376,2934,1/3,3,84.4
2026-09-23,stardust,スマスロ ミリオンゴッド-神々の軌跡-,-1948,4519,0/7,7,85.6
2026-09-23,stardust,L青春ブタ野郎はバニーガール先輩の夢を見ない,-2092,5447,0/2,2,87.2
