date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-06-01,honkan,,2001,8890,30,32,-186,99.3,143,296,278
2026-06-01,honkan,,2002,9216,32,39,914,103.3,130,288,236
2026-06-01,honkan,,2003,7841,28,26,202,100.9,145,280,302
2026-06-01,honkan,,2004,9079,34,36,1206,104.4,130,267,252
2026-06-01,honkan,,2005,8514,34,31,798,103.1,131,250,275
2026-06-01,honkan,,2006,6863,23,18,-593,97.1,167,298,381
2026-06-01,honkan,,2007,6313,16,16,-2196,88.4,197,395,395
2026-06-01,honkan,,2008,6727,20,17,-1089,94.6,182,336,396
2026-06-01,honkan,,2009,7564,20,16,-2297,89.9,210,378,473
2026-06-01,honkan,,2010,6733,34,20,2316,111.5,125,198,337
2026-06-01,honkan,,2011,7808,29,33,1311,105.6,126,269,237
2026-06-01,honkan,,2012,7603,30,29,1015,104.4,129,253,262
2026-06-01,honkan,,2013,6075,27,21,1397,107.7,127,225,289
2026-06-01,honkan,,2014,2311,6,2,-994,85.7,289,385,1156
2026-06-01,honkan,,2015,5134,15,11,-1492,90.3,197,342,467
2026-06-01,honkan,,2016,4700,15,13,-995,92.9,168,313,362
2026-06-01,honkan,,2017,6330,27,19,604,103.2,138,234,333
2026-06-01,honkan,,2018,5106,20,16,609,104,142,255,319
2026-06-01,honkan,,2019,5476,22,16,316,101.9,144,249,342
2026-06-01,honkan,,2020,7106,28,14,-396,98.1,169,254,508
2026-06-01,honkan,,2021,3106,20,3,1308,114,135,155,1035
2026-06-01,honkan,,2022,6597,34,17,1697,108.6,129,194,388
2026-06-01,honkan,,2023,4222,21,13,1203,109.5,124,201,325
2026-06-01,honkan,,2024,5571,21,18,603,103.6,143,265,310
2026-06-01,honkan,,2025,5373,15,14,-1086,93.3,185,358,384
2026-06-01,honkan,,2026,1327,5,0,-502,87.4,265,265,
2026-06-01,honkan,,2027,4248,17,14,210,101.6,137,250,303
2026-06-01,honkan,,2028,3830,18,6,2403,120.9,160,213,638
2026-06-01,honkan,,2029,1992,8,6,307,105.1,142,249,332
2026-06-01,honkan,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,2030,275,0,0,-297,64,,,
2026-06-01,honkan,SHAKE BONUS TRIGGER,2031,2271,11,3,1616,123.7,162,206,757
2026-06-01,honkan,,2032,1717,6,9,716,113.9,114,286,191
2026-06-01,honkan,,2033,2117,11,3,899,114.2,151,192,706
2026-06-01,honkan,A-SLOT+異世界かるてっとBT,2034,3723,33,17,2002,117.9,74,113,219
2026-06-01,honkan,L不二子BT,2035,2561,21,9,909,111.8,85,122,285
2026-06-01,honkan,スマート沖スロ ドラゴンハナハナ～閃光～,2036,2450,13,4,608,108.3,144,188,613
2026-06-01,honkan,,2037,2935,4,10,-3408,61.3,210,734,294
2026-06-01,honkan,,2038,2045,6,4,-1602,73.9,205,341,511
2026-06-01,honkan,,2039,4275,37,18,4806,137.5,78,116,238
2026-06-01,honkan,,2040,2100,2,7,-1687,73.2,233,1050,300
2026-06-01,honkan,,2041,834,4,3,-194,92.2,119,209,278
2026-06-01,honkan,,2042,806,1,1,-993,58.9,403,806,806
2026-06-01,honkan,,2043,341,1,0,-297,71,341,341,
2026-06-01,honkan,,2044,1569,9,1,716,115.2,157,174,1569
2026-06-01,honkan,,2045,4514,20,15,1505,111.1,129,226,301
2026-06-01,honkan,,2046,1974,7,3,115,101.9,197,282,658
2026-06-01,honkan,,2047,4318,16,7,314,102.4,188,270,617
2026-06-01,honkan,,2048,1612,5,4,-195,96,179,322,403
2026-06-01,honkan,バーサスリヴァイズ,2049,2704,9,6,-199,97.5,180,300,451
2026-06-01,honkan,,2050,2188,5,3,-996,84.8,274,438,729
2026-06-01,honkan,,2051,5367,24,15,1095,106.8,138,224,358
2026-06-01,honkan,,2052,2111,4,7,-798,87.4,192,528,302
2026-06-01,honkan,,2053,3863,18,15,1308,111.3,117,215,258
2026-06-01,honkan,,2054,6255,33,22,3096,116.5,114,190,284
2026-06-01,honkan,,2055,6203,27,27,2215,111.9,115,230,230
2026-06-01,honkan,,2056,1010,2,2,-391,87.1,253,505,505
2026-06-01,honkan,,2057,5779,24,22,1103,106.4,126,241,263
2026-06-01,honkan,,2058,1203,2,4,-496,86.3,201,602,301
2026-06-01,honkan,,2059,1443,1,3,-1086,74.9,361,1443,481
2026-06-01,honkan,,2060,2926,10,11,-101,98.8,139,293,266
2026-06-01,honkan,,2061,6975,28,23,609,102.9,137,249,303
2026-06-01,honkan,,2062,8948,34,27,315,101.2,147,263,331
2026-06-01,honkan,,2063,1766,6,0,-496,90.6,294,294,
2026-06-01,honkan,,2064,3264,8,10,-904,90.8,181,408,326
2026-06-01,honkan,,2065,4439,24,15,2215,116.6,114,185,296
2026-06-01,honkan,,2066,5624,17,16,-700,95.9,170,331,352
2026-06-01,honkan,,2067,3084,8,10,-596,93.6,171,386,308
2026-06-01,honkan,,2068,3238,12,4,-398,95.9,202,270,810
2026-06-01,honkan,,2069,3615,12,7,-599,94.5,190,301,516
2026-06-01,honkan,,2070,4331,14,15,0,100,149,309,289
2026-06-01,honkan,,2071,2799,10,6,-496,94.1,175,280,467
2026-06-01,honkan,,2072,3468,13,13,-192,98.2,133,267,267
2026-06-01,honkan,,2073,3545,15,8,110,101,154,236,443
2026-06-01,honkan,,2074,3217,8,9,-1088,88.7,189,402,357
2026-06-01,honkan,,2075,4981,23,12,609,104.1,142,217,415
2026-06-01,honkan,,2076,1897,8,8,711,112.5,119,237,237
2026-06-01,honkan,,2077,7070,33,21,798,103.8,131,214,337
2026-06-01,honkan,,2078,1350,5,1,-597,85.3,225,270,1350
2026-06-01,honkan,,2079,3556,17,13,1207,111.3,119,209,274
2026-06-01,honkan,,2080,5908,17,23,-999,94.4,148,348,257
2026-06-01,honkan,,2081,4101,14,7,-1190,90.3,195,293,586
2026-06-01,honkan,,2082,7441,27,29,204,100.9,133,276,257
2026-06-01,honkan,,2083,5073,22,18,1007,106.6,127,231,282
2026-06-01,honkan,,2084,1198,2,3,-590,83.6,240,599,399
2026-06-01,honkan,,2085,3013,13,8,410,104.5,143,232,377
2026-06-01,honkan,,2086,2761,9,6,-501,94,184,307,460
2026-06-01,honkan,,2087,2369,10,7,202,102.8,139,237,338
2026-06-01,honkan,,2088,1943,4,4,-1299,77.7,243,486,486
2026-06-01,honkan,,2089,3921,14,14,205,101.7,140,280,280
2026-06-01,honkan,,2090,4839,22,14,714,104.9,134,220,346
2026-06-01,honkan,,2091,3170,11,8,-193,98,167,288,396
2026-06-01,honkan,,2092,3768,18,8,905,108,145,209,471
2026-06-01,honkan,,2093,8626,33,31,1103,104.3,135,261,278
2026-06-01,honkan,,2094,8178,33,31,1415,105.8,128,248,264
2026-06-01,honkan,,2095,7704,29,24,415,101.8,145,266,321
2026-06-01,honkan,,2096,8833,37,37,1916,107.2,119,239,239
2026-06-01,honkan,,2097,8668,38,30,2010,107.7,127,228,289
2026-06-01,honkan,,2098,7542,22,21,-1300,94.3,175,343,359
2026-06-01,honkan,,2099,7972,25,27,-486,98,153,319,295
2026-06-01,honkan,,2100,8701,37,31,2003,107.7,128,235,281
2026-06-01,honkan,,2101,9529,37,30,1015,103.6,142,258,318
2026-06-01,honkan,,2102,7031,20,20,-998,95.3,176,352,352
2026-06-01,honkan,,2103,8714,33,21,109,100.4,161,264,415
2026-06-01,honkan,,2104,7841,31,22,904,103.8,148,253,356
2026-06-01,honkan,,2105,9041,44,40,4309,115.9,108,205,226
2026-06-01,honkan,,2106,9445,42,40,3506,112.4,115,225,236
2026-06-01,honkan,,2107,7617,18,21,-2696,88.2,195,423,363
2026-06-01,honkan,,2108,8397,35,38,1907,107.6,115,240,221
2026-06-01,honkan,,2109,7640,30,23,603,102.6,144,255,332
2026-06-01,honkan,,2110,4319,23,10,1502,111.6,131,188,432
2026-06-01,honkan,,2111,5939,23,23,809,104.5,129,258,258
2026-06-01,honkan,,2112,6616,31,22,1909,109.6,125,213,301
2026-06-01,honkan,,2113,5440,26,11,904,105.5,147,209,495
2026-06-01,honkan,,2114,6228,20,17,-1192,93.6,168,311,366
2026-06-01,honkan,,2115,9179,33,28,409,101.5,150,278,328
2026-06-01,honkan,,2116,9501,41,33,2620,109.2,128,232,288
2026-06-01,honkan,,2117,9219,38,33,1608,105.8,130,243,279
2026-06-01,honkan,,2118,9518,43,34,2402,108.4,124,221,280
2026-06-01,honkan,,2119,9138,37,28,909,103.3,141,247,326
