date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-04-26,shinkan,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,2882,5131,4/4,4,118.7
2026-04-26,shinkan,スマスロ新鬼武者3,2406,5469,4/4,4,114.7
2026-04-26,shinkan,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,2092,5929,3/6,6,111.8
2026-04-26,shinkan,Lアズールレーン THE ANIMATION,1907,5675,2/2,2,111.2
2026-04-26,shinkan,スマスロ 攻殻機動隊,1898,5450,4/4,4,111.6
2026-04-26,shinkan,A-SLOT+異世界かるてっとBT,1663,6407,1/2,2,108.7
2026-04-26,shinkan,ゴーゴージャグラー３,1425,8507,8/10,10,105.6
2026-04-26,shinkan,この素晴らしい世界に祝福を！,1199,8651,2/3,3,104.6
2026-04-26,shinkan,スマスロ モンスターハンターライズ,1067,5704,2/3,3,106.2
2026-04-26,shinkan,Lパチスロうみねこのなく頃に2,1004,7241,2/2,2,104.6
2026-04-26,shinkan,プリズムナナ,993,4735,1/2,2,107
2026-04-26,shinkan,スマスロ 東京リベンジャーズ,892,5018,4/6,6,105.9
2026-04-26,shinkan,沖ドキ！ＧＯＬＤ-30,774,4435,6/9,9,105.8
2026-04-26,shinkan,スマスロ化物語,686,5367,3/6,6,104.3
2026-04-26,shinkan,パチスロ　ディスクアップ２,627,5597,4/5,5,103.7
2026-04-26,shinkan,スマート沖スロ ニューキングハナハナV,529,2824,2/4,4,106.2
2026-04-26,shinkan,スマスロ ゴッドイーター リザレクション,380,2815,2/4,4,104.5
2026-04-26,shinkan,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,310,4270,1/2,2,102.4
2026-04-26,shinkan,Lパチスロ炎炎ノ消防隊2,176,6607,3/8,8,100.9
2026-04-26,shinkan,スマスロ シャーマンキング,155,4076,1/2,2,101.3
2026-04-26,shinkan,スマスロ 沖ドキ!DUO アンコール,12,2436,2/8,8,100.2
2026-04-26,shinkan,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,5,4216,1/2,2,100
2026-04-26,shinkan,ミスタージャグラー,4,4836,2/3,3,100
2026-04-26,shinkan,スマスロ北斗の拳 転生の章2,-5,5142,4/17,17,100
2026-04-26,shinkan,スマスロ鉄拳6,-66,4624,1/3,3,99.5
2026-04-26,shinkan,マイジャグラーV,-99,5685,13/43,43,99.4
2026-04-26,shinkan,A-SLOT+ ディスクアップ ULTRAREMIX,-142,6637,3/4,4,99.3
2026-04-26,shinkan,バーサスリヴァイズ,-164,3198,1/3,3,98.3
2026-04-26,shinkan,真打 吉宗,-173,5449,2/6,6,98.9
2026-04-26,shinkan,Lパチスロ革命機ヴァルヴレイヴ2,-191,5498,2/5,5,98.8
2026-04-26,shinkan,パチスロ　甲鉄城のカバネリ,-195,4780,1/2,2,98.6
2026-04-26,shinkan,アレックス ブライト,-224,3975,1/4,4,98.1
2026-04-26,shinkan,ハッピージャグラーＶＩＩＩ,-255,3690,1/7,7,97.7
2026-04-26,shinkan,沖ドキ!ゴージャス 30Φ,-291,2560,2/3,3,96.2
2026-04-26,shinkan,スマスロヨルムンガンド,-298,4459,1/2,2,97.8
2026-04-26,shinkan,スマスロ ハナビ,-311,3647,2/5,5,97.2
2026-04-26,shinkan,ジャグラーガールズSS,-361,5208,1/5,5,97.7
2026-04-26,shinkan,ウルトラミラクルジャグラー,-429,3254,1/3,3,95.6
2026-04-26,shinkan,スマスロモンキーターンV,-448,3487,3/11,11,95.7
2026-04-26,shinkan,スマスロとある科学の超電磁砲2,-501,4286,1/2,2,96.1
2026-04-26,shinkan,ファンキージャグラー２ＫＴ,-519,3531,1/5,5,95.1
2026-04-26,shinkan,L主役は銭形5,-528,4381,1/3,3,96
2026-04-26,shinkan,L無職転生～異世界行ったら本気だす～,-590,6135,0/2,2,96.8
2026-04-26,shinkan,Lソードアート・オンライン,-622,3986,2/4,4,94.8
2026-04-26,shinkan,ネオアイムジャグラーEX,-644,3791,4/33,33,94.3
2026-04-26,shinkan,L少女☆歌劇 レヴュースタァライト -The SLOT-,-694,3090,0/2,2,92.5
2026-04-26,shinkan,Lスマスロ北斗の拳,-867,4742,3/10,10,93.9
2026-04-26,shinkan,クランキークレスト,-900,4579,0/2,2,93.5
2026-04-26,shinkan,スマスロ サンダーV,-996,5425,0/2,2,93.9
2026-04-26,shinkan,L戦国乙女４　戦乱に閃く炯眼の軍師,-1019,4873,2/4,4,93
2026-04-26,shinkan,スマスロ ミリオンゴッド-神々の軌跡-,-1041,9030,3/10,10,96.2
2026-04-26,shinkan,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-1042,2977,2/5,5,88.3
2026-04-26,shinkan,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1475,5305,1/8,8,90.7
2026-04-26,shinkan,いざ！番長,-1497,5484,0/3,3,90.9
2026-04-26,shinkan,マジカルハロウィン　～Trick or Treat!～,-1504,2964,0/2,2,83.1
2026-04-26,shinkan,スマスロ スーパーブラックジャック,-1557,2811,0/3,3,81.5
2026-04-26,shinkan,L東京喰種,-1582,4929,3/19,19,89.3
2026-04-26,shinkan,新ハナビ,-1698,3530,0/2,2,84
2026-04-26,shinkan,Lパチスロ かぐや様は告らせたい,-1699,2823,0/2,2,79.9
2026-04-26,shinkan,スマスロ秘宝伝,-1746,3143,0/2,2,81.5
2026-04-26,shinkan,スマスロ 甲鉄城のカバネリ 海門決戦,-2358,5552,2/14,14,85.8
