date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-08-01,bigdipper,L真・一騎当千,4109,3886,2/3,3,135.2
2026-08-01,bigdipper,Lパチスロからくりサーカス2,4095,6954,4/5,5,119.6
2026-08-01,bigdipper,スマスロ化物語,3982,6420,2/3,3,120.7
2026-08-01,bigdipper,ヤバチバ,3528,4048,3/3,3,129
2026-08-01,bigdipper,L戦国乙女5 業火を穿つ宿焔の双刃,2189,7969,3/4,4,109.2
2026-08-01,bigdipper,スマスロモンキーターンV,1161,4510,3/4,4,108.6
2026-08-01,bigdipper,パチスロ　甲鉄城のカバネリ,548,2492,2/3,3,107.3
2026-08-01,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,539,6163,4/10,10,102.9
2026-08-01,bigdipper,この素晴らしい世界に祝福を！,428,4462,2/3,3,103.2
2026-08-01,bigdipper,Lパチスロ炎炎ノ消防隊2,253,3979,2/3,3,102.1
2026-08-01,bigdipper,スマスロ 甲鉄城のカバネリ 海門決戦,105,6050,3/7,7,100.6
2026-08-01,bigdipper,マイジャグラーV,85,4363,6/11,11,100.6
2026-08-01,bigdipper,スロット ソードアート・オンラインⅡ,56,8843,1/3,3,100.2
2026-08-01,bigdipper,L東京喰種,50,5352,4/7,7,100.3
2026-08-01,bigdipper,スマスロ新鬼武者3,16,3453,2/4,4,100.1
2026-08-01,bigdipper,Lソードアート・オンライン,-21,4865,1/2,2,99.9
2026-08-01,bigdipper,スマスロ バイオハザードRE:3,-142,3401,1/4,4,98.6
2026-08-01,bigdipper,ファンキージャグラー２ＫＴ,-147,2013,1/5,5,97.6
2026-08-01,bigdipper,真打 吉宗,-247,5779,1/2,2,98.6
2026-08-01,bigdipper,ゴーゴージャグラー３,-266,2913,1/7,7,97
2026-08-01,bigdipper,ウルトラミラクルジャグラー,-273,2668,0/3,3,96.6
2026-08-01,bigdipper,スマスロ モンスターハンターライズ,-313,5499,1/4,4,98.1
2026-08-01,bigdipper,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,-340,756,0/3,3,85
2026-08-01,bigdipper,Lパチスロからくりサーカス,-428,4784,2/4,4,97
2026-08-01,bigdipper,Lゴジラ対エヴァンゲリオン,-520,1599,1/3,3,89.2
2026-08-01,bigdipper,パチスロ頭文字Ｄ,-522,4004,1/2,2,95.7
2026-08-01,bigdipper,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-599,3710,2/4,4,94.6
2026-08-01,bigdipper,スマスロ 攻殻機動隊,-623,4608,1/3,3,95.5
2026-08-01,bigdipper,スマスロ北斗の拳 転生の章2,-760,2509,0/5,5,89.9
2026-08-01,bigdipper,回胴式遊技機グランベルム,-1007,2242,0/3,3,85
2026-08-01,bigdipper,Lバンドリ！,-1120,3228,1/3,3,88.4
2026-08-01,bigdipper,スマスロ ゴッドイーター リザレクション,-1125,3566,1/4,4,89.5
2026-08-01,bigdipper,Lパチスロ かぐや様は告らせたい,-1171,1883,0/4,4,79.3
2026-08-01,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,-1275,5035,2/7,7,91.6
2026-08-01,bigdipper,忍魂参～奥義皆伝ノ章～,-1294,2125,0/3,3,79.7
2026-08-01,bigdipper,L無職転生～異世界行ったら本気だす～,-1527,4745,0/2,2,89.3
2026-08-01,bigdipper,スマスロ 東京リベンジャーズ,-1639,4656,0/3,3,88.3
2026-08-01,bigdipper,L戦国乙女４　戦乱に閃く炯眼の軍師,-1782,4916,0/2,2,87.9
2026-08-01,bigdipper,スマスロ ミリオンゴッド-神々の軌跡-,-3604,6102,0/3,3,80.3
