date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-03-29,island_akiba,スマスロ 攻殻機動隊,5171,8262,3/5,5,120.9
2026-03-29,island_akiba,Lバンドリ！,1621,5725,5/11,11,109.4
2026-03-29,island_akiba,回胴式遊技機グランベルム,1162,5835,1/2,2,106.6
2026-03-29,island_akiba,スマスロ ゴッドイーター リザレクション,916,6746,3/5,5,104.5
2026-03-29,island_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,865,5237,4/5,5,105.5
2026-03-29,island_akiba,スマスロ化物語,626,7406,7/15,15,102.8
2026-03-29,island_akiba,Lパチスロガールズ＆パンツァー 最終章,490,4707,6/9,9,103.5
2026-03-29,island_akiba,Lパチスロ かぐや様は告らせたい,428,6856,5/16,16,102.1
2026-03-29,island_akiba,スマスロ サンダーV,308,4095,1/2,2,102.5
2026-03-29,island_akiba,スマスロ ゴブリンスレイヤーⅡ,302,4411,8/14,14,102.3
2026-03-29,island_akiba,マイジャグラーV,286,5079,3/10,10,101.9
2026-03-29,island_akiba,Lソードアート・オンライン,158,6874,7/20,20,100.8
2026-03-29,island_akiba,L戦国乙女４　戦乱に閃く炯眼の軍師,124,4947,10/27,27,100.8
2026-03-29,island_akiba,Lアズールレーン THE ANIMATION,81,5996,3/8,8,100.4
2026-03-29,island_akiba,スマスロ北斗の拳 転生の章2,18,4972,1/5,5,100.1
2026-03-29,island_akiba,スマスロとある科学の超電磁砲2,-10,6370,6/15,15,99.9
2026-03-29,island_akiba,ネオアイムジャグラーEX,-15,4845,2/5,5,99.9
2026-03-29,island_akiba,Lパチスロ革命機ヴァルヴレイヴ2,-48,5843,6/18,18,99.7
2026-03-29,island_akiba,L ToLOVEるダークネス,-53,6562,16/42,42,99.7
2026-03-29,island_akiba,スマスロモンキーターンV,-90,5649,3/7,7,99.5
2026-03-29,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-181,6495,17/43,43,99.1
2026-03-29,island_akiba,Lダーリン・イン・ザ・フランキス,-210,5637,0/2,2,98.8
2026-03-29,island_akiba,スロット ゾンビランドサガ,-280,4043,2/6,6,97.7
2026-03-29,island_akiba,Lパチスロ炎炎ノ消防隊2,-372,5970,6/14,14,97.9
2026-03-29,island_akiba,L無職転生～異世界行ったら本気だす～,-410,5836,3/8,8,97.7
2026-03-29,island_akiba,スマスロ シャーマンキング,-431,6837,1/2,2,97.9
2026-03-29,island_akiba,スマスロ 甲鉄城のカバネリ 海門決戦,-499,8840,5/14,14,98.1
2026-03-29,island_akiba,L東京喰種,-620,6707,3/17,17,96.9
2026-03-29,island_akiba,L少女☆歌劇 レヴュースタァライト -The SLOT-,-640,4828,2/8,8,95.6
2026-03-29,island_akiba,Lパチスロ戦姫絶唱シンフォギア 正義の歌,-652,5767,1/2,2,96.2
2026-03-29,island_akiba,スマスロ スーパーブラックジャック,-690,6592,4/14,14,96.5
2026-03-29,island_akiba,Lパチスロうみねこのなく頃に2,-812,6703,0/4,4,96
2026-03-29,island_akiba,スマスロ鉄拳6,-1084,5162,1/5,5,93
2026-03-29,island_akiba,スマスロ 七つの魔剣が支配する,-1629,5268,0/2,2,89.7
2026-03-29,island_akiba,パチスロ　ツインエンジェルＰＡＲＴＹ,-1861,5076,0/2,2,87.8
2026-03-29,island_akiba,L範馬刃牙,-2152,3469,0/2,2,79.3
