date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-06-12,honkan,,2001,6123,24,9,-595,96.8,186,255,680
2026-06-12,honkan,,2002,1272,3,3,-703,81.6,212,424,424
2026-06-12,honkan,,2003,6803,28,21,503,102.5,139,243,324
2026-06-12,honkan,,2004,6452,30,22,1810,109.4,124,215,293
2026-06-12,honkan,,2005,2270,5,5,-996,85.4,227,454,454
2026-06-12,honkan,,2006,7233,33,23,1695,107.8,129,219,314
2026-06-12,honkan,,2007,2262,4,8,-1001,85.2,189,566,283
2026-06-12,honkan,,2008,8226,38,27,2716,111,127,216,305
2026-06-12,honkan,,2009,5060,21,14,1206,107.9,145,241,361
2026-06-12,honkan,,2010,3205,8,6,-1092,88.6,229,401,534
2026-06-12,honkan,,2011,6032,29,17,1913,110.6,131,208,355
2026-06-12,honkan,,2012,7067,25,33,907,104.3,122,283,214
2026-06-12,honkan,,2013,6719,29,17,797,104,146,232,395
2026-06-12,honkan,,2014,2184,8,3,-300,95.4,199,273,728
2026-06-12,honkan,,2015,3750,13,15,114,101,134,288,250
2026-06-12,honkan,,2016,4316,12,16,-1093,91.6,154,360,270
2026-06-12,honkan,,2017,4077,18,6,-196,98.4,170,227,680
2026-06-12,honkan,,2018,2158,10,7,602,109.3,127,216,308
2026-06-12,honkan,,2019,5332,17,26,108,100.7,124,314,205
2026-06-12,honkan,,2020,1679,7,3,0,100,168,240,560
2026-06-12,honkan,,2021,3896,19,8,910,107.8,144,205,487
2026-06-12,honkan,,2022,3148,11,7,-396,95.8,175,286,450
2026-06-12,honkan,,2023,2718,9,4,-698,91.4,209,302,680
2026-06-12,honkan,,2024,6048,23,11,-99,99.5,178,263,550
2026-06-12,honkan,,2025,905,2,1,-598,78,302,453,905
2026-06-12,honkan,,2026,3772,17,6,499,104.4,164,222,629
2026-06-12,honkan,,2027,2650,8,5,-697,91.2,204,331,530
2026-06-12,honkan,,2028,3166,16,2,2708,128.5,176,198,1583
2026-06-12,honkan,,2029,1584,3,1,-999,79,396,528,1584
2026-06-12,honkan,,2030,1430,15,7,1095,125.5,65,95,204
2026-06-12,honkan,,2031,1548,16,5,709,115.3,74,97,310
2026-06-12,honkan,,2032,1180,5,1,207,105.8,197,236,1180
2026-06-12,honkan,,2033,2261,10,7,1502,122.1,133,226,323
2026-06-12,honkan,A-SLOT+異世界かるてっとBT,2034,2205,4,8,-1598,75.8,184,551,276
2026-06-12,honkan,SHAKE BONUS TRIGGER,2035,735,1,1,-594,73.1,368,735,735
2026-06-12,honkan,,2036,2379,9,3,-1900,73.4,198,264,793
2026-06-12,honkan,,2037,1279,8,5,716,118.7,98,160,256
2026-06-12,honkan,,2038,1978,11,6,315,105.3,116,180,330
2026-06-12,honkan,,2039,3620,19,8,-599,94.5,134,191,453
2026-06-12,honkan,,2040,1204,6,4,604,116.7,120,201,301
2026-06-12,honkan,,2041,552,0,0,-799,51.8,,,
2026-06-12,honkan,,2042,2343,4,2,-2394,65.9,391,586,1172
2026-06-12,honkan,,2043,4412,43,12,9520,171.9,80,103,368
2026-06-12,honkan,,2044,907,4,4,0,100,113,227,227
2026-06-12,honkan,,2045,1352,3,2,-595,85.3,270,451,676
2026-06-12,honkan,,2046,1656,6,2,-100,98,207,276,828
2026-06-12,honkan,,2047,1467,10,4,1510,134.3,105,147,367
2026-06-12,honkan,,2048,2700,6,6,-699,91.4,225,450,450
2026-06-12,honkan,バーサスリヴァイズ,2049,628,3,1,205,110.9,157,209,628
2026-06-12,honkan,,2050,4362,16,12,108,100.8,156,273,364
2026-06-12,honkan,,2051,3851,17,11,912,107.9,138,227,350
2026-06-12,honkan,,2052,1898,6,3,-190,96.7,211,316,633
2026-06-12,honkan,,2053,3031,4,7,-1986,78.2,276,758,433
2026-06-12,honkan,,2054,842,2,0,-496,80.4,421,421,
2026-06-12,honkan,,2055,6172,25,25,899,104.9,123,247,247
2026-06-12,honkan,,2056,2250,12,5,-297,95.6,132,188,450
2026-06-12,honkan,,2057,1431,3,5,-391,90.9,179,477,286
2026-06-12,honkan,,2058,2362,7,9,-190,97.3,148,337,262
2026-06-12,honkan,,2059,1894,9,2,309,105.4,172,210,947
2026-06-12,honkan,,2060,6840,31,18,1008,104.9,140,221,380
2026-06-12,honkan,,2061,689,1,2,-194,90.6,230,689,345
2026-06-12,honkan,,2062,3388,15,7,402,104,154,226,484
2026-06-12,honkan,,2063,4012,17,11,608,105.1,143,236,365
2026-06-12,honkan,,2064,851,1,2,-501,80.4,284,851,426
2026-06-12,honkan,,2065,1294,5,3,113,102.9,162,259,431
2026-06-12,honkan,,2066,3865,19,11,1308,111.3,129,203,351
2026-06-12,honkan,,2067,447,1,0,-304,77.3,447,447,
2026-06-12,honkan,,2068,4818,25,10,1608,111.1,138,193,482
2026-06-12,honkan,,2069,4701,22,12,1096,107.8,138,214,392
2026-06-12,honkan,,2070,5255,22,21,795,105,122,239,250
2026-06-12,honkan,,2071,3585,14,10,205,101.9,149,256,359
2026-06-12,honkan,,2072,1641,3,3,-902,81.7,274,547,547
2026-06-12,honkan,,2073,1343,5,6,312,107.7,122,269,224
2026-06-12,honkan,,2074,4296,28,11,2502,119.4,110,153,391
2026-06-12,honkan,,2075,912,2,2,-398,85.5,228,456,456
2026-06-12,honkan,,2076,954,0,2,-997,65.2,477,,477
2026-06-12,honkan,,2077,2714,9,5,-394,95.2,194,302,543
2026-06-12,honkan,,2078,4311,17,10,-194,98.5,160,254,431
2026-06-12,honkan,,2079,3514,15,13,111,101.1,126,234,270
2026-06-12,honkan,,2080,2952,13,8,313,103.5,141,227,369
2026-06-12,honkan,,2081,3343,9,10,-1300,87,176,371,334
2026-06-12,honkan,,2082,3434,11,9,-595,94.2,172,312,382
2026-06-12,honkan,,2083,2938,13,8,208,102.4,140,226,367
2026-06-12,honkan,,2084,3617,15,13,0,100,129,241,278
2026-06-12,honkan,,2085,4627,24,14,1208,108.7,122,193,331
2026-06-12,honkan,,2086,2448,7,6,-597,91.9,188,350,408
2026-06-12,honkan,,2087,5912,32,19,2409,113.6,116,185,311
2026-06-12,honkan,,2088,1347,3,1,-790,80.5,337,449,1347
2026-06-12,honkan,,2089,4137,17,16,408,103.3,125,243,259
2026-06-12,honkan,,2090,2693,11,5,107,101.3,168,245,539
2026-06-12,honkan,,2091,2590,9,5,-404,94.8,185,288,518
2026-06-12,honkan,,2092,2227,5,8,-390,94.2,171,445,278
2026-06-12,honkan,,2093,2990,9,8,-394,95.6,176,332,374
2026-06-12,honkan,,2094,6199,26,16,608,103.3,148,238,387
2026-06-12,honkan,,2095,6850,29,32,2312,111.3,112,236,214
2026-06-12,honkan,,2096,5563,13,17,-1601,90.4,185,428,327
2026-06-12,honkan,,2097,5245,18,17,0,100,150,291,309
2026-06-12,honkan,,2098,5016,14,13,-1085,92.8,186,358,386
2026-06-12,honkan,,2099,4270,14,12,-501,96.1,164,305,356
2026-06-12,honkan,,2100,2896,4,9,-1794,79.4,223,724,322
2026-06-12,honkan,,2101,6019,29,23,2616,114.5,116,208,262
2026-06-12,honkan,,2102,7063,24,25,303,101.4,144,294,283
2026-06-12,honkan,,2103,7451,34,19,1316,105.9,141,219,392
2026-06-12,honkan,,2104,5168,17,10,-892,94.2,191,304,517
2026-06-12,honkan,,2105,2728,7,4,-790,90.3,248,390,682
2026-06-12,honkan,,2106,3348,7,11,-1388,86.2,186,478,304
2026-06-12,honkan,,2107,1702,5,4,-398,92.2,189,340,426
2026-06-12,honkan,,2108,6473,32,24,2309,111.9,116,202,270
2026-06-12,honkan,,2109,3216,13,8,307,103.2,153,247,402
2026-06-12,honkan,,2110,1554,5,4,-299,93.6,173,311,389
2026-06-12,honkan,,2111,818,3,1,-198,91.9,205,273,818
2026-06-12,honkan,,2112,2248,10,8,608,109,125,225,281
2026-06-12,honkan,,2113,1716,4,1,-904,82.4,343,429,1716
2026-06-12,honkan,,2114,2324,8,5,-297,95.7,179,291,465
2026-06-12,honkan,,2115,8576,28,33,0,100,141,306,260
2026-06-12,honkan,,2116,3474,14,7,0,100,165,248,496
2026-06-12,honkan,,2117,6052,29,20,1395,107.7,124,209,303
2026-06-12,honkan,,2118,2214,7,5,-398,94,185,316,443
2026-06-12,honkan,,2119,6137,17,20,-1191,93.5,166,361,307
2026-06-12,honkan,,2120,8163,27,27,0,100,151,302,302
2026-06-12,honkan,,2121,7486,24,23,-393,98.3,159,312,325
2026-06-12,honkan,,2122,2679,7,11,-392,95.1,149,383,244
2026-06-12,honkan,,2123,7004,17,24,-1598,92.4,171,412,292
2026-06-12,honkan,,2124,1689,5,3,-301,94.1,211,338,563
2026-06-12,honkan,,2125,8737,30,35,314,101.2,134,291,250
2026-06-12,honkan,,2126,1524,6,1,-194,95.8,218,254,1524
2026-06-12,honkan,,2127,5532,27,9,806,104.9,154,205,615
2026-06-12,honkan,,2128,2487,10,8,609,108.2,138,249,311
2026-06-12,honkan,,2129,2474,6,7,-397,94.7,190,412,353
2026-06-12,honkan,,2130,1690,5,2,-304,94,241,338,845
2026-06-12,honkan,,2131,1979,6,5,-302,94.9,180,330,396
2026-06-12,honkan,,2132,9188,28,38,0,100,139,328,242
2026-06-12,honkan,,2133,4731,21,7,413,102.9,169,225,676
2026-06-12,honkan,,2134,3485,15,4,-392,96.3,183,232,871
2026-06-12,honkan,,2135,3272,11,10,-696,92.9,156,297,327
2026-06-12,honkan,,2136,4047,8,9,-2788,77,238,506,450
2026-06-12,honkan,,2137,2658,8,5,-999,87.5,204,332,532
2026-06-12,honkan,,2138,4322,13,12,-1092,91.6,173,332,360
2026-06-12,honkan,,2139,6408,20,12,-2495,87,200,320,534
2026-06-12,honkan,,2140,4877,13,14,-1998,86.3,181,375,348
2026-06-12,honkan,,2141,933,1,1,-799,71.5,467,933,933
2026-06-12,honkan,,2142,6282,18,15,-1386,92.6,190,349,419
2026-06-12,honkan,,2143,1064,2,2,-593,81.4,266,532,532
2026-06-12,honkan,,2144,1842,10,2,707,112.8,154,184,921
2026-06-12,honkan,,2145,4752,14,13,-905,93.7,176,339,366
2026-06-12,honkan,,2146,1072,2,1,-796,75.2,357,536,1072
2026-06-12,honkan,,2147,2259,3,4,-1387,79.5,323,753,565
2026-06-12,honkan,,2148,995,3,0,-395,86.8,332,332,
2026-06-12,honkan,,2149,1665,5,5,-391,92.2,167,333,333
2026-06-12,honkan,,2150,2045,10,5,609,109.9,136,205,409
2026-06-12,honkan,,2151,2914,18,5,1815,120.8,127,162,583
2026-06-12,honkan,,2152,2729,15,6,1397,117.1,130,182,455
2026-06-12,honkan,,2153,998,7,1,910,130.4,125,143,998
2026-06-12,honkan,,2154,1746,2,1,-1897,63.8,582,873,1746
2026-06-12,honkan,,2155,3210,12,6,-595,93.8,178,268,535
2026-06-12,honkan,,2156,3351,12,5,-790,92.1,197,279,670
2026-06-12,honkan,,2159,3254,11,5,-1007,89.7,203,296,651
2026-06-12,honkan,,2160,4165,10,6,-2587,79.3,260,417,694
2026-06-12,honkan,,2161,5498,14,9,-2998,81.8,239,393,611
2026-06-12,honkan,,2162,1577,6,3,-103,97.8,175,263,526
2026-06-12,honkan,,2163,3286,15,5,308,103.1,164,219,657
2026-06-12,honkan,,2164,3177,14,9,1015,110.6,138,227,353
2026-06-12,honkan,,2165,2423,15,4,1816,125,128,162,606
