date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-08-29,honkan,ヤバチバ,3556,4122,2/3,3,128.8
2026-08-29,honkan,スマスロ 攻殻機動隊,2457,4750,2/4,4,117.2
2026-08-29,honkan,スマスロ 沖ドキ!DUO アンコール,1813,3236,1/3,3,118.7
2026-08-29,honkan,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,1688,8134,3/6,6,106.9
2026-08-29,honkan,Lパチスロ喰霊-零-Re,1307,6086,2/2,2,107.2
2026-08-29,honkan,Lアズールレーン THE ANIMATION,1253,3332,1/2,2,112.5
2026-08-29,honkan,真打 吉宗,1190,3644,3/6,6,110.9
2026-08-29,honkan,スマスロ モンスターハンターライズ,1102,2780,3/3,3,113.2
2026-08-29,honkan,スマスロモンキーターンV,1054,3057,6/7,7,111.5
2026-08-29,honkan,スマスロ 東京リベンジャーズ,879,3664,2/3,3,108
2026-08-29,honkan,Lパチスロからくりサーカス2,842,4299,2/8,8,106.5
2026-08-29,honkan,L戦国乙女４　戦乱に閃く炯眼の軍師,706,2842,2/3,3,108.3
2026-08-29,honkan,沖ドキ!ゴージャス 30Φ,692,5527,4/7,7,104.2
2026-08-29,honkan,マイジャグラーV,676,7811,27/48,48,102.9
2026-08-29,honkan,キングハナハナ-30,639,7017,6/10,10,103
2026-08-29,honkan,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,563,4179,1/3,3,104.5
2026-08-29,honkan,L東京喰種,432,4992,10/17,17,102.9
2026-08-29,honkan,スマスロ バイオハザードRE:3,269,1795,1/3,3,105
2026-08-29,honkan,ネオアイムジャグラーEX,214,5890,11/26,26,101.2
2026-08-29,honkan,スマスロ ハナビ,205,5300,2/3,3,101.3
2026-08-29,honkan,スロット ソードアート・オンラインⅡ,159,7795,3/10,10,100.7
2026-08-29,honkan,ミスタージャグラー,142,6145,2/3,3,100.8
2026-08-29,honkan,ゴーゴージャグラー３,105,5390,5/14,14,100.7
2026-08-29,honkan,ニューキングハナハナV‐30,72,7307,2/3,3,100.3
2026-08-29,honkan,スマスロ 甲鉄城のカバネリ 海門決戦,4,4734,6/15,15,100
2026-08-29,honkan,スマスロ ゴッドイーター リザレクション,-168,3663,1/3,3,98.5
2026-08-29,honkan,Lパチスロ革命機ヴァルヴレイヴ2,-228,4828,1/3,3,98.4
2026-08-29,honkan,Lパチスロ炎炎ノ消防隊2,-278,3245,1/6,6,97.1
2026-08-29,honkan,L戦国乙女5 業火を穿つ宿焔の双刃,-280,6450,2/8,8,98.6
2026-08-29,honkan,ウルトラミラクルジャグラー,-320,5960,1/4,4,98.2
2026-08-29,honkan,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,-362,3117,1/3,3,96.1
2026-08-29,honkan,スマート沖スロ ニューキングハナハナV,-372,7844,3/5,5,98.4
2026-08-29,honkan,ファンキージャグラー２ＫＴ,-395,6138,2/8,8,97.9
2026-08-29,honkan,スマスロ ミリオンゴッド-神々の軌跡-,-405,4193,2/10,10,96.8
2026-08-29,honkan,L南国育ち SPECIAL,-429,5657,0/3,3,97.5
2026-08-29,honkan,ジャグラーガールズSS,-456,5000,1/5,5,97
2026-08-29,honkan,戦国コレクション6,-459,2214,1/3,3,93.1
2026-08-29,honkan,スマスロ化物語,-546,1476,1/4,4,87.7
2026-08-29,honkan,スマスロ やじきた道中記参る！,-622,5465,1/4,4,96.2
2026-08-29,honkan,スマスロ ストリートファイター6,-699,2212,1/4,4,89.5
2026-08-29,honkan,スマスロ北斗の拳 転生の章2,-704,4237,3/8,8,94.5
2026-08-29,honkan,沖ドキ！ＧＯＬＤ-30,-721,4972,6/16,16,95.2
2026-08-29,honkan,Lスマスロ北斗の拳,-728,2928,1/6,6,91.7
2026-08-29,honkan,スマスロ スーパーブラックジャック,-790,2152,0/2,2,87.8
2026-08-29,honkan,ハッピージャグラーＶＩＩＩ,-795,4845,0/4,4,94.5
2026-08-29,honkan,いざ！番長,-861,2416,1/3,3,88.1
2026-08-29,honkan,L ToLOVEるダークネス TRANCE ver.8.7,-925,3642,1/3,3,91.5
2026-08-29,honkan,スマスロ スーパーリオエース2,-1065,3160,0/3,3,88.8
2026-08-29,honkan,チバリヨ2,-1293,4162,1/3,3,89.6
2026-08-29,honkan,Lラブ嬢3～Wご指名はいかがですか?～,-1943,5617,0/2,2,88.5
2026-08-29,honkan,沖ドキ！BLACK,-2050,5426,0/4,4,87.4
2026-08-29,honkan,スマスロ シャーマンキング,-2248,5226,0/2,2,85.7
2026-08-29,honkan,スマスロ とある魔術の禁書目録2,-2369,5949,1/5,5,86.7
2026-08-29,honkan,スロット ワールドダイスター,-2801,6348,0/2,2,85.3
