date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-07-29,shinkan,A-SLOT+異世界かるてっとBT,1554,2506,2/2,2,120.7
2026-07-29,shinkan,この素晴らしい世界に祝福を！,1514,3890,2/3,3,113
2026-07-29,shinkan,スマスロ化物語,1404,2377,4/6,6,119.7
2026-07-29,shinkan,スマスロ サンダーV,1206,1836,2/2,2,121.9
2026-07-29,shinkan,A-SLOT+ ディスクアップ ULTRAREMIX,1158,3078,1/2,2,112.5
2026-07-29,shinkan,マイジャグラーV,856,5946,33/43,43,104.8
2026-07-29,shinkan,Lパチスロからくりサーカス2,845,2518,4/10,10,111.2
2026-07-29,shinkan,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,839,5788,3/7,7,104.8
2026-07-29,shinkan,スマスロ 東京リベンジャーズ,810,2088,2/4,4,112.9
2026-07-29,shinkan,Lスマスロ北斗の拳,739,2025,3/6,6,112.2
2026-07-29,shinkan,Lパチスロ炎炎ノ消防隊2,632,2228,4/8,8,109.5
2026-07-29,shinkan,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,609,1382,2/4,4,114.7
2026-07-29,shinkan,新ハナビ,559,1836,2/2,2,110.1
2026-07-29,shinkan,スロット ソードアート・オンラインⅡ,466,5697,4/9,9,102.7
2026-07-29,shinkan,戦国コレクション6,375,2359,1/3,3,105.3
2026-07-29,shinkan,パチスロ　甲鉄城のカバネリ,304,2641,1/2,2,103.8
2026-07-29,shinkan,スマート沖スロ ニューキングハナハナV,236,824,1/3,3,109.6
2026-07-29,shinkan,スマスロ 甲鉄城のカバネリ 海門決戦,176,2743,5/15,15,102.1
2026-07-29,shinkan,ジャグラーガールズSS,165,2160,2/5,5,102.5
2026-07-29,shinkan,パチスロ　ディスクアップ２,163,1969,3/5,5,102.8
2026-07-29,shinkan,クランキークレスト,154,1479,1/2,2,103.5
2026-07-29,shinkan,スマスロ バイオハザードRE:3,153,1062,1/4,4,104.8
2026-07-29,shinkan,沖ドキ！ＧＯＬＤ-30,137,1041,6/9,9,104.4
2026-07-29,shinkan,ゴーゴージャグラー３,136,2307,4/10,10,102
2026-07-29,shinkan,ミスタージャグラー,71,2548,2/3,3,100.9
2026-07-29,shinkan,L戦国乙女5 業火を穿つ宿焔の双刃,6,1970,4/9,9,100.1
2026-07-29,shinkan,バーサスリヴァイズ,6,2488,1/3,3,100.1
2026-07-29,shinkan,スマスロ モンスターハンターライズ,-19,2969,2/4,4,99.8
2026-07-29,shinkan,スマスロ ゴッドイーター リザレクション,-47,557,1/4,4,97.2
2026-07-29,shinkan,アレックス ブライト,-72,1285,1/4,4,98.1
2026-07-29,shinkan,スマスロ スーパーリオエース2,-76,191,1/5,5,86.7
2026-07-29,shinkan,ネオアイムジャグラーEX,-80,2031,10/33,33,98.7
2026-07-29,shinkan,マジカルハロウィン　～Trick or Treat!～,-93,876,1/3,3,96.4
2026-07-29,shinkan,スマスロ ハナビ,-96,1992,1/4,4,98.4
2026-07-29,shinkan,L ＨＥＹ！エリートサラリーマン鏡,-128,506,1/3,3,91.6
2026-07-29,shinkan,ファンキージャグラー２ＫＴ,-133,1803,1/5,5,97.5
2026-07-29,shinkan,スマスロモンキーターンV,-167,1310,3/11,11,95.7
2026-07-29,shinkan,スマスロ ビッグドリーム THE GOLDEN PUSHER,-194,480,1/3,3,86.5
2026-07-29,shinkan,ウルトラミラクルジャグラー,-227,1824,1/3,3,95.9
2026-07-29,shinkan,真打 吉宗,-229,1461,1/6,6,94.8
2026-07-29,shinkan,Lソードアート・オンライン,-246,1694,1/4,4,95.2
2026-07-29,shinkan,沖ドキ!ゴージャス 30Φ,-260,1441,0/3,3,94
2026-07-29,shinkan,スマスロ シャーマンキング,-297,294,0/3,3,66.3
2026-07-29,shinkan,Lパチスロ戦姫絶唱シンフォギア 正義の歌,-328,1023,0/3,3,89.3
2026-07-29,shinkan,スマスロ スーパーブラックジャック,-344,780,1/2,2,85.3
2026-07-29,shinkan,Lパチスロうみねこのなく頃に2,-397,1630,0/2,2,91.9
2026-07-29,shinkan,L南国育ち SPECIAL,-453,3555,1/2,2,95.8
2026-07-29,shinkan,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-460,978,1/3,3,84.3
2026-07-29,shinkan,ハッピージャグラーＶＩＩＩ,-467,1640,0/7,7,90.5
2026-07-29,shinkan,L東京喰種,-495,1830,4/13,13,91
2026-07-29,shinkan,スマスロ 攻殻機動隊,-544,3244,1/4,4,94.4
2026-07-29,shinkan,スマスロ 沖ドキ!DUO アンコール,-568,1338,1/4,4,85.8
2026-07-29,shinkan,Lタクトオーパス デスティニー,-644,2010,0/2,2,89.3
2026-07-29,shinkan,スマスロ新鬼武者3,-662,931,1/3,3,76.3
2026-07-29,shinkan,スマスロ北斗の拳 転生の章2,-782,3708,1/8,8,93
2026-07-29,shinkan,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,-993,2115,0/2,2,84.3
2026-07-29,shinkan,スマスロBIRDIE WING-Golf Girls’ Story-,-997,1368,0/2,2,75.7
2026-07-29,shinkan,スマスロ ミリオンゴッド-神々の軌跡-,-1163,3680,1/10,10,89.5
2026-07-29,shinkan,Lパチスロ革命機ヴァルヴレイヴ2,-1574,1545,0/4,4,66
2026-07-29,shinkan,L戦国乙女４　戦乱に閃く炯眼の軍師,0,0,0/4,4,
2026-07-29,shinkan,Lアズールレーン THE ANIMATION,0,0,0/2,2,
