date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-09-23,bigdipper,スロット ワールドダイスター,8309,5611,2/2,2,149.4
2026-09-23,bigdipper,Lパチスロ彼女、お借りします,6844,6754,3/3,3,133.8
2026-09-23,bigdipper,Lソードアート・オンライン,3139,4471,1/2,2,123.4
2026-09-23,bigdipper,L東京喰種,1313,7162,4/7,7,106.1
2026-09-23,bigdipper,L戦国乙女４　戦乱に閃く炯眼の軍師,1276,3504,1/2,2,112.1
2026-09-23,bigdipper,Lパチスロからくりサーカス2,1272,6552,2/6,6,106.5
2026-09-23,bigdipper,スマスロモンキーターンV,1067,4205,2/5,5,108.5
2026-09-23,bigdipper,Lパチスロ かぐや様は告らせたい,1041,5319,2/3,3,106.5
2026-09-23,bigdipper,L青春ブタ野郎はバニーガール先輩の夢を見ない,945,7606,1/2,2,104.1
2026-09-23,bigdipper,スマスロ ストリートファイター6,903,3888,1/2,2,107.7
2026-09-23,bigdipper,スマスロ化物語,854,4488,3/4,4,106.3
2026-09-23,bigdipper,スマスロ やじきた道中記参る！,668,2758,1/3,3,108.1
2026-09-23,bigdipper,真打 吉宗,664,6570,1/2,2,103.4
2026-09-23,bigdipper,Lパチスロ炎炎ノ消防隊2,431,5301,2/3,3,102.7
2026-09-23,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,283,3832,3/10,10,102.5
2026-09-23,bigdipper,パチスロ　甲鉄城のカバネリ,279,5665,2/4,4,101.6
2026-09-23,bigdipper,スマスロ 甲鉄城のカバネリ 海門決戦,256,5475,5/7,7,101.6
2026-09-23,bigdipper,L戦国乙女5 業火を穿つ宿焔の双刃,240,6907,3/4,4,101.2
2026-09-23,bigdipper,回胴式遊技機グランベルム,202,6195,2/3,3,101.1
2026-09-23,bigdipper,ウルトラミラクルジャグラー,185,6022,1/3,3,101
2026-09-23,bigdipper,スマスロ リコリス・リコイル,152,5678,4/5,5,100.9
2026-09-23,bigdipper,ファンキージャグラー２ＫＴ,80,4087,2/5,5,100.7
2026-09-23,bigdipper,マイジャグラーV,21,3431,4/11,11,100.2
2026-09-23,bigdipper,ゴーゴージャグラー３,-271,4085,2/7,7,97.8
2026-09-23,bigdipper,スマスロ ビッグドリーム THE GOLDEN PUSHER,-410,762,0/2,2,82.1
2026-09-23,bigdipper,スマスロ ゴッドイーター リザレクション,-437,2832,2/4,4,94.9
2026-09-23,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,-526,5642,3/8,8,96.9
2026-09-23,bigdipper,この素晴らしい世界に祝福を！,-889,1843,0/2,2,83.9
2026-09-23,bigdipper,スマスロ モンスターハンターライズ,-893,5772,0/3,3,94.8
2026-09-23,bigdipper,モグモグ風林火山 大海戦の巻,-1009,4262,1/3,3,92.1
2026-09-23,bigdipper,L無職転生～異世界行ったら本気だす～,-1025,5259,1/2,2,93.5
2026-09-23,bigdipper,スマスロ北斗の拳 転生の章2,-1051,2677,1/3,3,86.9
2026-09-23,bigdipper,スマスロ 東京リベンジャーズ,-1214,4421,0/3,3,90.8
2026-09-23,bigdipper,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1314,4817,0/4,4,90.9
2026-09-23,bigdipper,スマスロ ミリオンゴッド-神々の軌跡-,-1333,3761,0/3,3,88.2
2026-09-23,bigdipper,スロット ソードアート・オンラインⅡ,-1458,7590,1/3,3,93.6
2026-09-23,bigdipper,スマスロ新鬼武者3,-1756,4414,0/3,3,86.7
2026-09-23,bigdipper,Lパチスロからくりサーカス,-1890,2265,0/5,5,72.2
2026-09-23,bigdipper,スマスロ とある魔術の禁書目録2,-2340,7307,0/3,3,89.3
2026-09-23,bigdipper,スマスロ 攻殻機動隊,-2625,3188,0/3,3,72.6
