date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-08-06,stardust,スマスロ とある魔術の禁書目録2,2104,4738,5/5,5,114.8
2026-08-06,stardust,Lパチスロからくりサーカス2,1549,2165,3/6,6,123.9
2026-08-06,stardust,Lパチスロ炎炎ノ消防隊2,1349,3498,1/3,3,112.9
2026-08-06,stardust,スマスロ北斗の拳 転生の章2,1302,3351,6/12,12,112.9
2026-08-06,stardust,スマスロBIRDIE WING-Golf Girls’ Story-,980,3381,1/2,2,109.7
2026-08-06,stardust,スマスロ 甲鉄城のカバネリ 海門決戦,674,1217,3/6,6,118.5
2026-08-06,stardust,L東京喰種,433,1990,4/8,8,107.3
2026-08-06,stardust,いざ！番長,372,1881,1/3,3,106.6
2026-08-06,stardust,スマスロ バイオハザードRE:3,338,1289,1/3,3,108.7
2026-08-06,stardust,スマスロ ミリオンゴッド-神々の軌跡-,-41,4725,3/7,7,99.7
2026-08-06,stardust,ゴーゴージャグラー３,-47,2720,3/6,6,99.4
2026-08-06,stardust,ジャグラーガールズSS,-48,2135,2/4,4,99.3
2026-08-06,stardust,ネオアイムジャグラーEX,-79,2597,1/5,5,99
2026-08-06,stardust,スマスロケロット5BT,-88,2522,1/2,2,98.8
2026-08-06,stardust,スマスロモンキーターンV,-185,2831,1/5,5,97.8
2026-08-06,stardust,ミスタージャグラー,-207,2409,0/4,4,97.1
2026-08-06,stardust,マイジャグラーV,-261,3416,5/16,16,97.5
2026-08-06,stardust,スマスロ ストリートファイター6,-278,3144,1/4,4,97.1
2026-08-06,stardust,スマスロ サンダーV,-301,1665,1/2,2,94
2026-08-06,stardust,スマスロ化物語,-303,1423,1/2,2,92.9
2026-08-06,stardust,ファンキージャグラー２ＫＴ,-381,2023,1/8,8,93.7
2026-08-06,stardust,ハッピージャグラーＶＩＩＩ,-438,2060,0/3,3,92.9
2026-08-06,stardust,Lスマスロ北斗の拳,-441,1486,2/6,6,90.1
2026-08-06,stardust,L戦国乙女5 業火を穿つ宿焔の双刃,-611,3489,1/6,6,94.2
2026-08-06,stardust,ウルトラミラクルジャグラー,-691,3423,0/4,4,93.3
2026-08-06,stardust,スマスロ ハナビ,-766,1550,1/4,4,83.5
2026-08-06,stardust,スマスロ スーパーリオエース2,-969,1607,0/3,3,79.9
2026-08-06,stardust,戦国コレクション6,-1094,2458,0/2,2,85.2
2026-08-06,stardust,真打 吉宗,-1497,3174,0/5,5,84.3
2026-08-06,stardust,スロット ソードアート・オンラインⅡ,-1551,4336,1/5,5,88.1
2026-08-06,stardust,スロット ワールドダイスター,-1832,4553,0/2,2,86.6
2026-08-06,stardust,スマスロ やじきた道中記参る！,-2383,6197,0/3,3,87.2
