date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-07-17,bigapple,L戦国乙女5 業火を穿つ宿焔の双刃,0,4128,13/37,37,100
2026-07-17,bigapple,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,0,1126,10/30,30,100
2026-07-17,bigapple,スマスロ 甲鉄城のカバネリ 海門決戦,0,1106,14/30,30,100
2026-07-17,bigapple,スロット ソードアート・オンラインⅡ,0,8324,8/18,18,100
2026-07-17,bigapple,L東京喰種,-1,1506,2/15,15,100
2026-07-17,bigapple,戦国コレクション6,-1,4859,3/15,15,100
2026-07-17,bigapple,スマスロ化物語,-1,420,0/15,15,99.9
2026-07-17,bigapple,Lパチスロからくりサーカス2,0,2836,6/15,15,100
2026-07-17,bigapple,スマスロ ミリオンゴッド-神々の軌跡-,-1,1835,3/13,13,100
2026-07-17,bigapple,Lパチスロうみねこのなく頃に2,1,4488,9/12,12,100
2026-07-17,bigapple,Lバンドリ！,-1,2334,2/12,12,100
2026-07-17,bigapple,パチスロ戦国恋姫,0,1052,6/12,12,100
2026-07-17,bigapple,マイジャグラーV,0,2274,3/12,12,100
2026-07-17,bigapple,スマスロモンキーターンV,0,952,5/10,10,100
2026-07-17,bigapple,スマスロ スーパーリオエース2,0,1329,3/10,10,100
2026-07-17,bigapple,L少女☆歌劇 レヴュースタァライト -The SLOT-,-1,925,2/10,10,100
2026-07-17,bigapple,スマスロ 攻殻機動隊,-1,1169,1/9,9,100
2026-07-17,bigapple,L ToLOVEるダークネス TRANCE ver.8.7,0,1393,3/9,9,100
2026-07-17,bigapple,Lパチスロ炎炎ノ消防隊2,0,1018,3/7,7,100
2026-07-17,bigapple,L虚構推理,0,1776,2/7,7,100
2026-07-17,bigapple,プリズムナナ,-1,1448,1/7,7,100
2026-07-17,bigapple,真打 吉宗,0,768,2/7,7,100
2026-07-17,bigapple,Lアズールレーン THE ANIMATION,-1,1241,1/6,6,100
2026-07-17,bigapple,Lラブ嬢3～Wご指名はいかがですか?～,0,528,2/6,6,100
2026-07-17,bigapple,A-SLOT+異世界かるてっとBT,0,1646,2/6,6,100
2026-07-17,bigapple,SHAKE BONUS TRIGGER,0,2719,2/6,6,100
2026-07-17,bigapple,スマスロ ゴッドイーター リザレクション,0,756,2/5,5,100
2026-07-17,bigapple,Lパチスロ革命機ヴァルヴレイヴ2,-1,1781,1/5,5,100
2026-07-17,bigapple,Lタクトオーパス デスティニー,0,981,2/5,5,100
2026-07-17,bigapple,スマスロ ビッグドリーム THE GOLDEN PUSHER,0,417,2/5,5,100
2026-07-17,bigapple,スマスロとある科学の超電磁砲2,0,185,1/5,5,100
2026-07-17,bigapple,Lソードアート・オンライン,-1,546,0/5,5,99.9
2026-07-17,bigapple,L戦国乙女４　戦乱に閃く炯眼の軍師,-1,859,0/5,5,100
2026-07-17,bigapple,スマスロ ハナビ,-1,2257,1/5,5,100
2026-07-17,bigapple,スマスロ サンダーV,0,2838,3/5,5,100
2026-07-17,bigapple,アレックス ブライト,-1,2784,1/5,5,100
2026-07-17,bigapple,L南国育ち SPECIAL,-1,2232,0/5,5,100
2026-07-17,bigapple,Lひぐらしのなく頃に業,0,2610,2/5,5,100
2026-07-17,bigapple,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,0,1397,2/4,4,100
2026-07-17,bigapple,A-SLOT+ この素晴らしい世界に祝福を！,-1,1727,1/4,4,100
2026-07-17,bigapple,ミスタージャグラー,0,2755,2/4,4,100
2026-07-17,bigapple,A-SLOT+ ディスクアップ ULTRAREMIX,0,3023,2/4,4,100
2026-07-17,bigapple,Lパチスロガールズ＆パンツァー 最終章,0,679,1/3,3,100
2026-07-17,bigapple,Lアクダマドライブ,0,525,1/3,3,100
2026-07-17,bigapple,Lマジカルハロウィン8,0,2472,2/3,3,100
2026-07-17,bigapple,スマスロBIRDIE WING-Golf Girls’ Story-,0,956,1/3,3,100
2026-07-17,bigapple,この素晴らしい世界に祝福を！,0,1536,1/3,3,100
2026-07-17,bigapple,パチスロ　ツインエンジェルＰＡＲＴＹ,-1,514,0/3,3,99.9
2026-07-17,bigapple,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,0,1555,2/3,3,100
2026-07-17,bigapple,ウルトラミラクルジャグラー,-1,902,0/3,3,100
2026-07-17,bigapple,ネオアイムジャグラーEX,-1,2376,0/3,3,100
2026-07-17,bigapple,L D4DJ Pachi-Slot Mix,0,1349,1/2,2,100
2026-07-17,bigapple,L無職転生～異世界行ったら本気だす～,-1,1731,0/2,2,100
2026-07-17,bigapple,L ULTRAMAN 最終決戦,-1,2668,0/2,2,100
2026-07-17,bigapple,スマスロ新鬼武者3,1,956,2/2,2,100
2026-07-17,bigapple,回胴式遊技機グランベルム,-1,1090,0/2,2,100
