date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-07-13,bigdipper,Lパチスロ かぐや様は告らせたい,2516,4675,2/4,4,117.9
2026-07-13,bigdipper,スマスロ モンスターハンターライズ,2046,3832,2/4,4,117.8
2026-07-13,bigdipper,ウルトラミラクルジャグラー,1732,6660,2/3,3,108.7
2026-07-13,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,1701,6676,5/7,7,108.5
2026-07-13,bigdipper,スマスロ ミリオンゴッド-神々の軌跡-,1354,3569,3/3,3,112.7
2026-07-13,bigdipper,スマスロ新鬼武者3,1198,776,3/4,4,151.4
2026-07-13,bigdipper,スマスロ 甲鉄城のカバネリ 海門決戦,141,3740,4/7,7,101.3
2026-07-13,bigdipper,スマスロ 攻殻機動隊,132,3872,1/3,3,101.1
2026-07-13,bigdipper,L真・一騎当千,48,4304,1/3,3,100.4
2026-07-13,bigdipper,パチスロ　甲鉄城のカバネリ,37,1989,1/3,3,100.6
2026-07-13,bigdipper,Lパチスロ炎炎ノ消防隊2,21,4109,1/3,3,100.2
2026-07-13,bigdipper,L東京喰種,-29,7655,4/7,7,99.9
2026-07-13,bigdipper,ゴーゴージャグラー３,-31,4576,3/7,7,99.8
2026-07-13,bigdipper,パチスロ頭文字Ｄ,-71,1718,1/2,2,98.6
2026-07-13,bigdipper,この素晴らしい世界に祝福を！,-93,1963,1/3,3,98.4
2026-07-13,bigdipper,いざ！番長,-115,1458,1/3,3,97.4
2026-07-13,bigdipper,スマスロ北斗の拳 転生の章2,-161,1844,1/5,5,97.1
2026-07-13,bigdipper,スマスロ ゴッドイーター リザレクション,-208,1577,1/4,4,95.6
2026-07-13,bigdipper,マイジャグラーV,-239,2257,3/11,11,96.5
2026-07-13,bigdipper,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,-401,1108,1/3,3,87.9
2026-07-13,bigdipper,回胴式遊技機グランベルム,-422,1440,1/3,3,90.2
2026-07-13,bigdipper,ファンキージャグラー２ＫＴ,-430,1910,1/5,5,92.5
2026-07-13,bigdipper,Lパチスロからくりサーカス2,-525,6569,3/5,5,97.3
2026-07-13,bigdipper,Lパチスロからくりサーカス,-542,2505,1/4,4,92.8
2026-07-13,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,-727,2961,3/10,10,91.8
2026-07-13,bigdipper,忍魂参～奥義皆伝ノ章～,-736,2035,0/3,3,88
2026-07-13,bigdipper,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-815,2658,1/4,4,89.8
2026-07-13,bigdipper,スマスロ 東京リベンジャーズ,-817,4613,1/3,3,94.1
2026-07-13,bigdipper,スマスロモンキーターンV,-880,2995,0/4,4,90.2
2026-07-13,bigdipper,Lソードアート・オンライン,-956,683,0/2,2,53.3
2026-07-13,bigdipper,Lゴジラ対エヴァンゲリオン,-1063,1103,0/3,3,67.9
2026-07-13,bigdipper,スマスロ バイオハザードRE:3,-1134,4244,1/4,4,91.1
2026-07-13,bigdipper,L戦国乙女４　戦乱に閃く炯眼の軍師,-1500,1620,0/2,2,69.1
2026-07-13,bigdipper,Lスマスロ北斗の拳,-1543,1974,1/3,3,73.9
2026-07-13,bigdipper,L戦国乙女5 業火を穿つ宿焔の双刃,-1801,5146,0/4,4,88.3
2026-07-13,bigdipper,スマスロ化物語,-2352,4555,0/3,3,82.8
2026-07-13,bigdipper,ヤバチバ,-2630,2139,0/3,3,59
2026-07-13,bigdipper,真打 吉宗,-2771,4733,1/2,2,80.5
2026-07-13,bigdipper,スロット ソードアート・オンラインⅡ,-2854,7082,0/3,3,86.6
