date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-08-07,espace_akiba,スマスロ ゴッドイーター リザレクション,6073,3477,2/3,3,158.2
2026-08-07,espace_akiba,Lアズールレーン THE ANIMATION,3848,4265,2/3,3,130.1
2026-08-07,espace_akiba,Lパチスロガールズ＆パンツァー 最終章,2807,4476,3/3,3,120.9
2026-08-07,espace_akiba,L邪神ちゃんドロップキック,2601,8560,3/4,4,110.1
2026-08-07,espace_akiba,Lパチスロ炎炎ノ消防隊2,1645,5418,5/8,8,110.1
2026-08-07,espace_akiba,スマスロ サンダーV,1204,4499,2/2,2,108.9
2026-08-07,espace_akiba,パチスロ　マクロスデルタ,1154,6383,2/2,2,106
2026-08-07,espace_akiba,回胴式遊技機グランベルム,994,3908,5/7,7,108.5
2026-08-07,espace_akiba,Lタクトオーパス デスティニー,913,2163,1/2,2,114.1
2026-08-07,espace_akiba,パチスロ戦国恋姫,808,3826,3/4,4,107
2026-08-07,espace_akiba,Lパチスロうみねこのなく頃に2,788,5235,4/6,6,105
2026-08-07,espace_akiba,L少女☆歌劇 レヴュースタァライト -The SLOT-,738,3640,1/3,3,106.8
2026-08-07,espace_akiba,A-SLOT+異世界かるてっとBT,732,4372,4/4,4,105.6
2026-08-07,espace_akiba,ハッピージャグラーＶＩＩＩ,705,4069,2/2,2,105.8
2026-08-07,espace_akiba,ジャグラーガールズSS,657,5073,3/4,4,104.3
2026-08-07,espace_akiba,スマスロ 攻殻機動隊,642,2956,2/6,6,107.2
2026-08-07,espace_akiba,スマスロ 甲鉄城のカバネリ 海門決戦,637,4438,14/25,25,104.8
2026-08-07,espace_akiba,この素晴らしい世界に祝福を！,387,3959,3/5,5,103.3
2026-08-07,espace_akiba,マイジャグラーV,366,5533,14/27,27,102.2
2026-08-07,espace_akiba,L無職転生～異世界行ったら本気だす～,363,3025,1/2,2,104
2026-08-07,espace_akiba,スロット ワールドダイスター,353,8308,1/4,4,101.4
2026-08-07,espace_akiba,Lソードアート・オンライン,276,2536,3/10,10,103.6
2026-08-07,espace_akiba,真打 吉宗,239,4420,4/10,10,101.8
2026-08-07,espace_akiba,ファンキージャグラー２ＫＴ,163,4920,4/9,9,101.1
2026-08-07,espace_akiba,Lパチスロ革命機ヴァルヴレイヴ2,72,2272,2/10,10,101.1
2026-08-07,espace_akiba,L ToLOVEるダークネス TRANCE ver.8.7,-72,5882,15/30,30,99.6
2026-08-07,espace_akiba,スマスロ ハナビ,-96,3440,2/4,4,99.1
2026-08-07,espace_akiba,L戦国乙女5 業火を穿つ宿焔の双刃,-99,6575,13/32,32,99.5
2026-08-07,espace_akiba,Lスマスロ転生したらスライムだった件,-128,2717,1/3,3,98.4
2026-08-07,espace_akiba,ウルトラミラクルジャグラー,-142,4730,0/2,2,99
2026-08-07,espace_akiba,ネオアイムジャグラーEX,-176,4746,1/5,5,98.8
2026-08-07,espace_akiba,スマスロとある科学の超電磁砲2,-192,2733,1/3,3,97.7
2026-08-07,espace_akiba,ゴーゴージャグラー３,-229,5055,2/6,6,98.5
2026-08-07,espace_akiba,スマスロ ストリートファイター6,-315,3359,2/5,5,96.9
2026-08-07,espace_akiba,スマスロモンキーターンV,-315,3317,4/11,11,96.8
2026-08-07,espace_akiba,スロット ゾンビランドサガ,-345,3195,0/2,2,96.4
2026-08-07,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-356,3768,16/50,50,96.9
2026-08-07,espace_akiba,スマスロ化物語,-417,3242,3/8,8,95.7
2026-08-07,espace_akiba,L戦国乙女４　戦乱に閃く炯眼の軍師,-420,1645,1/8,8,91.5
2026-08-07,espace_akiba,L虚構推理,-469,1835,1/4,4,91.5
2026-08-07,espace_akiba,スマスロ モンスターハンターライズ,-528,1917,1/3,3,90.8
2026-08-07,espace_akiba,スマスロ シャーマンキング,-529,2070,1/3,3,91.5
2026-08-07,espace_akiba,スマスロ とある魔術の禁書目録2,-537,8117,8/20,20,97.8
2026-08-07,espace_akiba,Lスマスロとある魔術の禁書目録,-696,2862,1/4,4,91.9
2026-08-07,espace_akiba,A-SLOT+ ディスクアップ ULTRAREMIX,-793,3307,1/2,2,92
2026-08-07,espace_akiba,スマスロ スーパーリオエース2,-816,2370,1/4,4,88.5
2026-08-07,espace_akiba,Lバンドリ！,-871,2527,2/8,8,88.5
2026-08-07,espace_akiba,Lパチスロからくりサーカス2,-900,3922,4/16,16,92.3
2026-08-07,espace_akiba,戦国コレクション6,-927,3904,2/10,10,92.1
2026-08-07,espace_akiba,スマスロ ミリオンゴッド-神々の軌跡-,-1048,4852,3/17,17,92.8
2026-08-07,espace_akiba,スロット Re:ゼロから始める異世界生活 season2,-1052,5676,1/2,2,93.8
2026-08-07,espace_akiba,パチスロ　戦姫絶唱シンフォギア　勇気の歌,-1252,4199,0/2,2,90.1
2026-08-07,espace_akiba,スマスロ とんでもスキルで異世界放浪メシ,-1311,5039,1/6,6,91.3
2026-08-07,espace_akiba,L東京喰種,-1403,4023,7/28,28,88.4
2026-08-07,espace_akiba,L南国育ち SPECIAL,-1446,5151,1/2,2,90.6
2026-08-07,espace_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-1494,3776,0/3,3,86.8
2026-08-07,espace_akiba,いざ！番長,-1593,2117,0/2,2,74.9
2026-08-07,espace_akiba,スマスロ やじきた道中記参る！,-1594,5619,2/5,5,90.5
2026-08-07,espace_akiba,スロット ソードアート・オンラインⅡ,-2439,8387,6/24,24,90.3
