date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-09-17,bigdipper,スマスロ ミリオンゴッド-神々の軌跡-,1063,3700,2/3,3,109.6
2026-09-17,bigdipper,スマスロ やじきた道中記参る！,982,3529,1/3,3,109.3
2026-09-17,bigdipper,ファンキージャグラー２ＫＴ,943,3381,2/5,5,109.3
2026-09-17,bigdipper,L青春ブタ野郎はバニーガール先輩の夢を見ない,886,5476,1/2,2,105.4
2026-09-17,bigdipper,スマスロ 甲鉄城のカバネリ 海門決戦,763,2817,3/7,7,109
2026-09-17,bigdipper,Lパチスロ彼女、お借りします,726,3367,1/3,3,107.2
2026-09-17,bigdipper,スマスロ 攻殻機動隊,518,2240,2/3,3,107.7
2026-09-17,bigdipper,Lパチスロからくりサーカス2,403,1790,2/6,6,107.5
2026-09-17,bigdipper,スマスロ新鬼武者3,379,539,1/3,3,123.5
2026-09-17,bigdipper,モグモグ風林火山 大海戦の巻,339,1634,1/3,3,106.9
2026-09-17,bigdipper,ウルトラミラクルジャグラー,241,1613,1/3,3,105
2026-09-17,bigdipper,Lパチスロ かぐや様は告らせたい,118,955,1/3,3,104.1
2026-09-17,bigdipper,この素晴らしい世界に祝福を！,94,1138,1/2,2,102.7
2026-09-17,bigdipper,スロット ソードアート・オンラインⅡ,80,9727,1/3,3,100.3
2026-09-17,bigdipper,L戦国乙女４　戦乱に閃く炯眼の軍師,-24,270,1/2,2,97
2026-09-17,bigdipper,スマスロ モンスターハンターライズ,-77,2692,2/3,3,99.1
2026-09-17,bigdipper,Lパチスロ炎炎ノ消防隊2,-83,2889,2/3,3,99
2026-09-17,bigdipper,スマスロ化物語,-126,1046,1/4,4,96
2026-09-17,bigdipper,ゴーゴージャグラー３,-167,2037,2/7,7,97.3
2026-09-17,bigdipper,回胴式遊技機グランベルム,-207,332,0/3,3,79.3
2026-09-17,bigdipper,Lソードアート・オンライン,-235,871,0/2,2,91
2026-09-17,bigdipper,スマスロ ビッグドリーム THE GOLDEN PUSHER,-237,263,0/2,2,69.9
2026-09-17,bigdipper,スマスロモンキーターンV,-248,1605,2/5,5,94.9
2026-09-17,bigdipper,マイジャグラーV,-254,1561,3/11,11,94.6
2026-09-17,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,-258,2517,3/10,10,96.6
2026-09-17,bigdipper,スマスロ とある魔術の禁書目録2,-277,2401,2/3,3,96.2
2026-09-17,bigdipper,スロット ワールドダイスター,-303,1959,1/2,2,94.9
2026-09-17,bigdipper,スマスロ ストリートファイター6,-403,354,0/2,2,62.1
2026-09-17,bigdipper,L無職転生～異世界行ったら本気だす～,-524,1563,0/2,2,88.8
2026-09-17,bigdipper,真打 吉宗,-558,2936,1/2,2,93.7
2026-09-17,bigdipper,Lパチスロからくりサーカス,-616,1158,1/5,5,82.3
2026-09-17,bigdipper,パチスロ　甲鉄城のカバネリ,-637,1051,0/4,4,79.8
2026-09-17,bigdipper,L戦国乙女5 業火を穿つ宿焔の双刃,-823,3392,2/4,4,91.9
2026-09-17,bigdipper,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-988,2223,0/4,4,85.2
2026-09-17,bigdipper,スマスロ北斗の拳 転生の章2,-1307,3196,0/3,3,86.4
2026-09-17,bigdipper,スマスロ ゴッドイーター リザレクション,-1352,1397,0/4,4,67.8
2026-09-17,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,-1373,5805,2/8,8,92.1
2026-09-17,bigdipper,L東京喰種,-1403,3426,1/7,7,86.3
2026-09-17,bigdipper,スマスロ 東京リベンジャーズ,-1436,5466,0/3,3,91.2
2026-09-17,bigdipper,スマスロ リコリス・リコイル,-1680,5763,0/5,5,90.3
