date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-09-01,island_akiba,スマスロ やじきた道中記参る！,3698,7579,2/2,2,116.3
2026-09-01,island_akiba,L無職転生～異世界行ったら本気だす～,2392,6260,6/7,7,112.7
2026-09-01,island_akiba,アニマルスロット ドッチ,2279,1879,1/2,2,140.4
2026-09-01,island_akiba,Lパチスロガールズ＆パンツァー 最終章,1747,3574,3/7,7,116.3
2026-09-01,island_akiba,真打 吉宗,1591,2755,4/6,6,119.2
2026-09-01,island_akiba,スロット ソードアート・オンラインⅡ,1374,8933,10/19,19,105.1
2026-09-01,island_akiba,スマスロ とある魔術の禁書目録2,1344,8290,10/17,17,105.4
2026-09-01,island_akiba,スマスロモンキーターンV,1224,8341,5/6,6,104.9
2026-09-01,island_akiba,スマスロ 甲鉄城のカバネリ 海門決戦,1159,9589,7/15,15,104
2026-09-01,island_akiba,スマスロ スーパーブラックジャック,1059,5302,8/14,14,106.7
2026-09-01,island_akiba,L ToLOVEるダークネス,754,5932,19/42,42,104.2
2026-09-01,island_akiba,Lソードアート・オンライン,680,4747,7/16,16,104.8
2026-09-01,island_akiba,スマスロ化物語,530,6314,5/17,17,102.8
2026-09-01,island_akiba,スマスロ ミリオンゴッド-神々の軌跡-,523,3403,2/6,6,105.1
2026-09-01,island_akiba,L虚構推理,434,4257,3/5,5,103.4
2026-09-01,island_akiba,マイジャグラーV,323,4667,6/10,10,102.3
2026-09-01,island_akiba,戦国コレクション6,183,7513,4/10,10,100.8
2026-09-01,island_akiba,Lパチスロ炎炎ノ消防隊2,152,4347,7/12,12,101.2
2026-09-01,island_akiba,Lアズールレーン THE ANIMATION,146,2917,3/8,8,101.7
2026-09-01,island_akiba,スマスロ スーパーリオエース2,143,4903,1/6,6,101
2026-09-01,island_akiba,回胴式遊技機グランベルム,81,2330,1/2,2,101.2
2026-09-01,island_akiba,Lパチスロうみねこのなく頃に2,11,4201,1/2,2,100.1
2026-09-01,island_akiba,L少女☆歌劇 レヴュースタァライト -The SLOT-,-67,2341,2/4,4,99
2026-09-01,island_akiba,L戦国乙女5 業火を穿つ宿焔の双刃,-86,8307,15/29,29,99.7
2026-09-01,island_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-210,7691,14/43,43,99.1
2026-09-01,island_akiba,L東京喰種,-229,7052,9/23,23,98.9
2026-09-01,island_akiba,スマスロ 攻殻機動隊,-290,5806,3/6,6,98.3
2026-09-01,island_akiba,Lタクトオーパス デスティニー,-361,5754,1/2,2,97.9
2026-09-01,island_akiba,Lバンドリ！,-747,5342,2/10,10,95.3
2026-09-01,island_akiba,スロット ワールドダイスター,-768,8630,1/4,4,97
2026-09-01,island_akiba,L邪神ちゃんドロップキック,-815,8202,3/6,6,96.7
2026-09-01,island_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-885,3986,0/2,2,92.6
2026-09-01,island_akiba,Lパチスロ革命機ヴァルヴレイヴ2,-944,4831,4/11,11,93.5
2026-09-01,island_akiba,スロット ゾンビランドサガ,-1016,3329,1/6,6,89.8
2026-09-01,island_akiba,スマスロ 七つの魔剣が支配する,-1187,5892,0/2,2,93.3
2026-09-01,island_akiba,スマスロ とんでもスキルで異世界放浪メシ,-1559,5950,1/6,6,91.3
2026-09-01,island_akiba,スマスロ ストリートファイター6,-2303,3590,0/2,2,78.6
2026-09-01,island_akiba,スマスロ シャーマンキング,-2606,2337,0/2,2,62.8
