date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-08-11,bigapple,邪神ちゃんドロップキック,2106,7935,2/7,7,
2026-08-11,bigapple,ToLOVEるダークネス TRANCE ver.8.7,1032,3935,5/9,9,
2026-08-11,bigapple,タクトオーパス デスティニー,1441,1550,4/5,5,
2026-08-11,bigapple,戦国乙女4 戦乱に閃く炯眼の軍師,1133,4010,3/5,5,
2026-08-11,bigapple,うみねこのなく頃に2,438,4952,6/12,12,
2026-08-11,bigapple,ゾンビランドサガ,2026,4567,2/2,2,
2026-08-11,bigapple,真打 吉宗,900,2974,1/4,4,
2026-08-11,bigapple,ULTRAMAN 最終決戦,1792,1404,1/2,2,
2026-08-11,bigapple,ヤバチバ,1229,1150,1/2,2,
2026-08-11,bigapple,アズールレーン THE ANIMATION,441,1348,2/5,5,
2026-08-11,bigapple,グランベルム,1030,3336,1/2,2,
2026-08-11,bigapple,モンキーターンV,190,2465,3/10,10,
2026-08-11,bigapple,無職転生 ～異世界行ったら本気だす～,810,2011,1/2,2,
2026-08-11,bigapple,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,162,2931,5/10,10,
2026-08-11,bigapple,スマスロ炎炎ノ消防隊2,229,2639,3/7,7,
2026-08-11,bigapple,スマスロ ハナビ,289,3168,2/5,5,
2026-08-11,bigapple,マイジャグラーV,107,4911,7/12,12,
2026-08-11,bigapple,アレックス ブライト,252,1451,3/5,5,
2026-08-11,bigapple,D4DJ Pachi‐Slot Mix,496,3784,1/2,2,
2026-08-11,bigapple,ゴーゴージャグラー3,454,5784,1/2,2,
