date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-08-27,bigapple,,2001,1356,14,6,1,100,68,97,226
2026-08-27,bigapple,,2002,2428,22,10,1,100,76,110,243
2026-08-27,bigapple,,2003,255,1,1,,,128,255,255
2026-08-27,bigapple,,2004,279,1,1,,,140,279,279
2026-08-27,bigapple,,2005,156,1,1,,,78,156,156
2026-08-27,bigapple,,2006,530,3,2,0,100,106,177,265
2026-08-27,bigapple,,2007,1770,13,8,1,100,84,136,221
2026-08-27,bigapple,,2008,1080,2,6,,,135,540,180
2026-08-27,bigapple,,2009,281,5,2,1,100.1,40,56,141
2026-08-27,bigapple,,2010,224,1,1,-1,99.9,112,224,224
2026-08-27,bigapple,,2011,2372,30,11,1,100,58,79,216
2026-08-27,bigapple,,2012,671,5,3,,,84,134,224
2026-08-27,bigapple,,2013,1097,4,5,,,122,274,219
2026-08-27,bigapple,,2014,143,1,1,,,72,143,143
2026-08-27,bigapple,,2015,1263,3,5,,,158,421,253
2026-08-27,bigapple,,2016,1679,8,10,1,100,93,210,168
2026-08-27,bigapple,,2017,798,3,1,,,200,266,798
2026-08-27,bigapple,,2018,224,1,2,1,100.1,75,224,112
2026-08-27,bigapple,,2019,0,0,0,0,,,,
2026-08-27,bigapple,,2020,0,0,0,0,,,,
2026-08-27,bigapple,,2021,0,0,0,0,,,,
2026-08-27,bigapple,,2022,0,0,0,0,,,,
2026-08-27,bigapple,,2023,456,1,3,,,114,456,152
2026-08-27,bigapple,,2024,507,3,1,,,127,169,507
2026-08-27,bigapple,,2025,0,0,0,0,,,,
2026-08-27,bigapple,,2026,0,0,0,0,,,,
2026-08-27,bigapple,,2027,915,5,2,,,131,183,458
2026-08-27,bigapple,,2028,384,2,3,,,77,192,128
2026-08-27,bigapple,,2029,1891,8,4,,,158,236,473
2026-08-27,bigapple,,2030,0,0,0,0,,,,
2026-08-27,bigapple,,2031,0,0,0,0,,,,
2026-08-27,bigapple,,2032,0,0,0,0,,,,
2026-08-27,bigapple,,2033,357,1,0,,,357,357,
2026-08-27,bigapple,,2034,135,0,1,,,135,,135
2026-08-27,bigapple,,2035,0,0,0,0,,,,
2026-08-27,bigapple,,2036,217,1,0,,,217,217,
2026-08-27,bigapple,,2037,853,2,5,,,122,427,171
2026-08-27,bigapple,,2038,0,0,0,0,,,,
2026-08-27,bigapple,,2039,0,0,0,0,,,,
2026-08-27,bigapple,,2040,0,0,0,0,,,,
2026-08-27,bigapple,,2041,360,1,6,1,100.1,51,360,60
2026-08-27,bigapple,,2042,2391,10,13,,,104,239,184
2026-08-27,bigapple,,2043,0,0,0,0,,,,
2026-08-27,bigapple,,2044,586,1,1,,,293,586,586
2026-08-27,bigapple,,2045,540,3,1,,,135,180,540
2026-08-27,bigapple,,2046,1158,15,7,1,100,53,77,165
2026-08-27,bigapple,,2047,214,4,1,1,100.2,43,54,214
