date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-04-24,island_akiba,,600,7472,0,13,3627,116.2,575,,575
2026-04-24,island_akiba,,601,7965,0,24,162,100.7,332,,332
2026-04-24,island_akiba,,602,7422,0,12,11558,151.9,619,,619
2026-04-24,island_akiba,,603,6917,0,4,19069,191.9,1729,,1729
2026-04-24,island_akiba,,605,8546,0,19,1511,105.9,450,,450
2026-04-24,island_akiba,,606,7256,0,15,-1349,93.8,484,,484
2026-04-24,island_akiba,,607,6064,0,11,2279,112.5,551,,551
2026-04-24,island_akiba,,608,8188,0,14,13348,154.3,585,,585
2026-04-24,island_akiba,,610,3239,0,7,-1163,88,463,,463
2026-04-24,island_akiba,,611,7118,0,18,-3582,83.2,395,,395
2026-04-24,island_akiba,,612,6098,16,0,-4884,73.3,381,381,
2026-04-24,island_akiba,,613,7877,17,0,1372,105.8,463,463,
2026-04-24,island_akiba,,615,5829,18,0,-2233,87.2,324,324,
2026-04-24,island_akiba,,616,6765,26,0,-1187,94.2,260,260,
2026-04-24,island_akiba,,617,8435,24,0,6325,125,351,351,
2026-04-24,island_akiba,,618,7699,19,0,5860,125.4,405,405,
2026-04-24,island_akiba,,620,7934,21,0,-745,96.9,378,378,
2026-04-24,island_akiba,,621,9055,27,0,2279,108.4,335,335,
2026-04-24,island_akiba,,622,7065,21,0,1372,106.5,336,336,
2026-04-24,island_akiba,戦国コレクション５,623,8448,0,0,4255,116.8,,,
2026-04-24,island_akiba,この素晴らしい世界に祝福を！,625,8677,0,22,4116,115.8,394,,394
2026-04-24,island_akiba,パチスロ　戦姫絶唱シンフォギア　勇気の歌,626,6063,0,28,-582,96.8,217,,217
2026-04-24,island_akiba,パチスロ　アイドルマスター　ミリオンライブ！,627,8767,0,39,1069,104.1,225,,225
2026-04-24,island_akiba,パチスロ戦国恋姫,628,6002,27,12,1813,110.1,154,222,500
2026-04-24,island_akiba,パチスロ　甲鉄城のカバネリ,630,3571,0,13,302,102.8,275,,275
2026-04-24,island_akiba,パチスロ　ツインエンジェルＰＡＲＴＹ,631,6978,32,0,-2233,89.3,218,218,
2026-04-24,island_akiba,,632,6611,67,0,-3256,83.6,99,99,
2026-04-24,island_akiba,,633,5689,92,0,767,104.5,62,62,
2026-04-24,island_akiba,,635,6931,44,17,-1931,90.7,114,158,408
2026-04-24,island_akiba,,636,6320,47,18,-280,98.5,97,134,351
2026-04-24,island_akiba,,637,7335,0,20,-4954,77.5,367,,367
2026-04-24,island_akiba,,638,7974,0,15,-2233,90.7,532,,532
2026-04-24,island_akiba,,650,8284,0,22,1674,106.7,377,,377
2026-04-24,island_akiba,,651,7921,0,22,790,103.3,360,,360
2026-04-24,island_akiba,,652,6668,0,18,-2838,85.8,370,,370
2026-04-24,island_akiba,,653,8066,0,18,767,103.2,448,,448
2026-04-24,island_akiba,,655,7529,0,10,-3140,86.1,753,,753
