date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-09-21,bigdipper,L戦国乙女5 業火を穿つ宿焔の双刃,2517,4980,4/4,4,116.8
2026-09-21,bigdipper,スマスロモンキーターンV,2006,5321,4/5,5,112.6
2026-09-21,bigdipper,モグモグ風林火山 大海戦の巻,1555,3012,2/3,3,117.2
2026-09-21,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,1435,7498,5/8,8,106.4
2026-09-21,bigdipper,Lパチスロ炎炎ノ消防隊2,1129,2794,2/3,3,113.5
2026-09-21,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,848,6533,6/10,10,104.3
2026-09-21,bigdipper,スマスロ ゴッドイーター リザレクション,786,1410,3/4,4,118.6
2026-09-21,bigdipper,スマスロ 甲鉄城のカバネリ 海門決戦,667,2309,3/7,7,109.6
2026-09-21,bigdipper,Lパチスロからくりサーカス,137,1579,2/5,5,102.9
2026-09-21,bigdipper,スマスロ ストリートファイター6,78,876,1/2,2,103
2026-09-21,bigdipper,ゴーゴージャグラー３,-179,1441,2/7,7,95.8
2026-09-21,bigdipper,L東京喰種,-193,3420,3/7,7,98.1
2026-09-21,bigdipper,マイジャグラーV,-220,2456,3/11,11,97
2026-09-21,bigdipper,パチスロ　甲鉄城のカバネリ,-225,3175,2/4,4,97.6
2026-09-21,bigdipper,ファンキージャグラー２ＫＴ,-323,2407,1/5,5,95.5
2026-09-21,bigdipper,Lソードアート・オンライン,-366,664,0/2,2,81.6
2026-09-21,bigdipper,Lパチスロ彼女、お借りします,-401,2525,1/3,3,94.7
2026-09-21,bigdipper,スマスロ やじきた道中記参る！,-444,1612,2/3,3,90.8
2026-09-21,bigdipper,スマスロ リコリス・リコイル,-730,4515,2/5,5,94.6
2026-09-21,bigdipper,ウルトラミラクルジャグラー,-798,917,0/3,3,71
2026-09-21,bigdipper,回胴式遊技機グランベルム,-814,2278,0/3,3,88.1
2026-09-21,bigdipper,スマスロ北斗の拳 転生の章2,-897,2954,0/3,3,89.9
2026-09-21,bigdipper,Lパチスロからくりサーカス2,-985,1282,1/6,6,74.4
2026-09-21,bigdipper,スマスロ新鬼武者3,-1007,2683,1/3,3,87.5
2026-09-21,bigdipper,L無職転生～異世界行ったら本気だす～,-1016,1325,0/2,2,74.4
2026-09-21,bigdipper,真打 吉宗,-1108,1950,0/2,2,81.1
2026-09-21,bigdipper,L戦国乙女４　戦乱に閃く炯眼の軍師,-1183,1001,0/2,2,60.6
2026-09-21,bigdipper,Lパチスロ かぐや様は告らせたい,-1203,1150,0/3,3,65.1
2026-09-21,bigdipper,スマスロ 東京リベンジャーズ,-1228,2986,0/3,3,86.3
2026-09-21,bigdipper,スマスロ 攻殻機動隊,-1251,2375,0/3,3,82.4
2026-09-21,bigdipper,この素晴らしい世界に祝福を！,-1466,4636,0/2,2,89.5
2026-09-21,bigdipper,スマスロ化物語,-1490,5776,1/4,4,91.4
2026-09-21,bigdipper,スマスロ ミリオンゴッド-神々の軌跡-,-1593,2243,0/3,3,76.3
2026-09-21,bigdipper,スロット ワールドダイスター,-1667,4245,0/2,2,86.9
2026-09-21,bigdipper,スマスロ とある魔術の禁書目録2,-1762,3607,0/3,3,83.7
2026-09-21,bigdipper,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1799,3118,0/4,4,80.8
2026-09-21,bigdipper,スマスロ モンスターハンターライズ,-3042,3435,0/3,3,70.5
2026-09-21,bigdipper,スロット ソードアート・オンラインⅡ,-3094,6576,0/3,3,84.3
2026-09-21,bigdipper,L青春ブタ野郎はバニーガール先輩の夢を見ない,-4391,5571,0/2,2,73.7
2026-09-21,bigdipper,スマスロ ビッグドリーム THE GOLDEN PUSHER,0,0,0/2,2,
