date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-08-01,bigapple,,2001,5057,39,18,1,100,89,130,281
2026-08-01,bigapple,,2002,3898,24,14,,,103,162,278
2026-08-01,bigapple,,2003,5055,30,24,,,94,169,211
2026-08-01,bigapple,,2004,4163,23,19,,,99,181,219
2026-08-01,bigapple,,2005,3418,30,9,1,100,88,114,380
2026-08-01,bigapple,,2006,4706,31,17,,,98,152,277
2026-08-01,bigapple,,2007,4836,20,24,,,110,242,202
2026-08-01,bigapple,,2008,4203,66,18,1,100,50,64,234
2026-08-01,bigapple,,2009,4586,30,12,,,109,153,382
2026-08-01,bigapple,,2010,4146,13,12,-1,100,166,319,346
2026-08-01,bigapple,,2011,4753,27,18,,,106,176,264
2026-08-01,bigapple,,2012,5399,25,23,,,112,216,235
2026-08-01,bigapple,,2013,3723,27,19,1,100,81,138,196
2026-08-01,bigapple,,2014,5359,34,20,,,99,158,268
2026-08-01,bigapple,,2015,5395,27,18,,,120,200,300
2026-08-01,bigapple,,2016,4161,19,26,,,92,219,160
2026-08-01,bigapple,,2017,3719,13,7,,,186,286,531
2026-08-01,bigapple,,2018,5048,23,61,1,100,60,219,83
2026-08-01,bigapple,,2019,3609,18,32,1,100,72,201,113
2026-08-01,bigapple,,2020,4896,25,29,-1,100,91,196,169
2026-08-01,bigapple,,2021,2617,9,14,1,100,114,291,187
2026-08-01,bigapple,,2022,2772,14,14,,,99,198,198
2026-08-01,bigapple,,2023,4311,16,44,1,100,72,269,98
2026-08-01,bigapple,,2024,4263,17,17,,,125,251,251
2026-08-01,bigapple,,2025,1804,5,45,1,100,36,361,40
2026-08-01,bigapple,,2026,4106,19,22,,,100,216,187
2026-08-01,bigapple,,2027,3689,20,24,1,100,84,184,154
2026-08-01,bigapple,,2028,3043,14,16,,,101,217,190
2026-08-01,bigapple,,2029,3643,19,30,1,100,74,192,121
2026-08-01,bigapple,,2030,5383,21,35,-1,100,96,256,154
2026-08-01,bigapple,,2031,4697,21,24,,,104,224,196
2026-08-01,bigapple,,2032,3021,10,10,,,151,302,302
2026-08-01,bigapple,,2033,4992,19,15,,,147,263,333
2026-08-01,bigapple,,2034,4262,18,33,,,84,237,129
2026-08-01,bigapple,,2035,4799,25,31,,,86,192,155
2026-08-01,bigapple,,2036,2733,10,14,,,114,273,195
2026-08-01,bigapple,,2037,3042,16,27,1,100,71,190,113
2026-08-01,bigapple,,2038,5103,24,40,1,100,80,213,128
2026-08-01,bigapple,,2039,3566,14,17,,,115,255,210
2026-08-01,bigapple,,2040,3036,11,10,-1,100,145,276,304
2026-08-01,bigapple,,2041,2526,10,15,,,101,253,168
2026-08-01,bigapple,,2042,3955,11,12,,,172,360,330
2026-08-01,bigapple,,2043,6107,24,39,,,97,254,157
2026-08-01,bigapple,,2044,3820,18,35,1,100,72,212,109
2026-08-01,bigapple,,2045,3924,19,10,,,135,207,392
2026-08-01,bigapple,,2046,4173,50,14,1,100,65,83,298
2026-08-01,bigapple,,2047,6685,22,17,,,171,304,393
2026-08-01,bigapple,,2048,3800,33,15,,,79,115,253
2026-08-01,bigapple,,2049,3922,62,14,1,100,52,63,280
2026-08-01,bigapple,,2050,2437,10,7,-1,100,143,244,348
2026-08-01,bigapple,,2051,5744,42,24,,,87,137,239
2026-08-01,bigapple,,2052,4326,36,11,,,92,120,393
2026-08-01,bigapple,,2053,5078,55,26,1,100,63,92,195
2026-08-01,bigapple,,2054,4288,28,17,,,95,153,252
2026-08-01,bigapple,,2055,3581,25,13,,,94,143,275
2026-08-01,bigapple,,2056,3771,87,20,1,100,35,43,189
2026-08-01,bigapple,,2057,3918,40,16,,,70,98,245
2026-08-01,bigapple,,2058,3313,41,9,1,100,66,81,368
2026-08-01,bigapple,,2059,4133,36,16,1,100,79,115,258
2026-08-01,bigapple,,2060,3064,30,12,-1,100,73,102,255
2026-08-01,bigapple,,2061,4714,37,11,,,98,127,429
2026-08-01,bigapple,,2062,3963,56,19,1,100,53,71,209
2026-08-01,bigapple,,2063,3974,38,16,,,74,105,248
2026-08-01,bigapple,,2064,4444,40,15,,,81,111,296
2026-08-01,bigapple,,2065,4404,31,19,,,88,142,232
2026-08-01,bigapple,,2066,4762,34,20,,,88,140,238
2026-08-01,bigapple,,2067,4459,55,19,1,100,60,81,235
2026-08-01,bigapple,,2068,4252,23,16,,,109,185,266
2026-08-01,bigapple,,2069,3057,57,12,1,100,44,54,255
2026-08-01,bigapple,,2070,4025,59,13,1,100,56,68,310
2026-08-01,bigapple,,2071,3970,58,24,1,100,48,68,165
2026-08-01,bigapple,,2072,4271,22,14,,,119,194,305
2026-08-01,bigapple,,2073,3554,31,15,,,77,115,237
2026-08-01,bigapple,,2074,3621,53,17,1,100,52,68,213
2026-08-01,bigapple,,2075,4129,26,13,,,106,159,318
2026-08-01,bigapple,,2076,5541,48,18,,,84,115,308
2026-08-01,bigapple,,2077,5216,28,13,,,127,186,401
2026-08-01,bigapple,,2078,5229,47,18,1,100,80,111,291
2026-08-01,bigapple,,2079,4978,27,9,,,138,184,553
2026-08-01,bigapple,,2080,6068,35,18,-1,100,114,173,337
2026-08-01,bigapple,,2081,4932,39,16,,,90,126,308
2026-08-01,bigapple,,2082,6438,38,19,,,113,169,339
2026-08-01,bigapple,,2083,6212,52,25,1,100,81,119,248
2026-08-01,bigapple,,2084,5159,23,9,,,161,224,573
2026-08-01,bigapple,,2085,5444,29,13,,,130,188,419
