date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-07-22,stardust,いざ！番長,3193,2488,1/3,3,142.8
2026-07-22,stardust,L東京喰種,1663,2720,2/8,8,120.4
2026-07-22,stardust,Lタクトオーパス デスティニー,1225,2108,1/2,2,119.4
2026-07-22,stardust,ミスタージャグラー,916,2540,3/4,4,112
2026-07-22,stardust,ウルトラミラクルジャグラー,697,3032,4/4,4,107.7
2026-07-22,stardust,ハッピージャグラーＶＩＩＩ,626,2909,3/3,3,107.2
2026-07-22,stardust,Lパチスロからくりサーカス2,533,4290,1/6,6,104.1
2026-07-22,stardust,真打 吉宗,516,1340,3/5,5,112.8
2026-07-22,stardust,スマスロBIRDIE WING-Golf Girls’ Story-,380,3887,1/2,2,103.3
2026-07-22,stardust,スマスロ 攻殻機動隊,339,1033,2/3,3,110.9
2026-07-22,stardust,ジャグラーガールズSS,131,2154,1/4,4,102
2026-07-22,stardust,ネオアイムジャグラーEX,20,3203,2/5,5,100.2
2026-07-22,stardust,スマスロ 甲鉄城のカバネリ 海門決戦,-99,1046,3/8,8,96.8
2026-07-22,stardust,スマスロケロット5BT,-188,5114,1/2,2,98.8
2026-07-22,stardust,マイジャグラーV,-212,2749,4/16,16,97.4
2026-07-22,stardust,L戦国乙女5 業火を穿つ宿焔の双刃,-386,4429,3/6,6,97.1
2026-07-22,stardust,ゴーゴージャグラー３,-443,2139,0/6,6,93.1
2026-07-22,stardust,スマスロ ハナビ,-650,2741,0/4,4,92.1
2026-07-22,stardust,Lパチスロ炎炎ノ消防隊2,-793,3077,0/4,4,91.4
2026-07-22,stardust,スマスロ スーパーリオエース2,-799,1379,0/3,3,80.7
2026-07-22,stardust,スマスロ北斗の拳 転生の章2,-803,2802,2/12,12,90.5
2026-07-22,stardust,ファンキージャグラー２ＫＴ,-814,1574,1/8,8,82.8
2026-07-22,stardust,スマスロ サンダーV,-930,4317,0/2,2,92.8
2026-07-22,stardust,スマスロ ビッグドリーム THE GOLDEN PUSHER,-997,1104,0/4,4,69.9
2026-07-22,stardust,Lスマスロ北斗の拳,-1000,2842,0/6,6,88.3
2026-07-22,stardust,スマスロモンキーターンV,-1194,1583,1/5,5,74.9
2026-07-22,stardust,スマスロ ミリオンゴッド-神々の軌跡-,-1219,5128,2/5,5,92.1
2026-07-22,stardust,スロット ソードアート・オンラインⅡ,-1326,8037,1/5,5,94.5
2026-07-22,stardust,戦国コレクション6,-1452,5689,1/2,2,91.5
2026-07-22,stardust,スマスロ バイオハザードRE:3,-1923,1685,0/3,3,62
2026-07-22,stardust,スマスロ化物語,-2004,4141,0/2,2,83.9
2026-07-22,stardust,スマスロヨルムンガンド,0,0,0/4,4,
