date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-09-25,stardust,マイジャグラーV,343,1955,4,5,,,217,489,391
2026-09-25,stardust,マイジャグラーV,344,6456,30,23,2157,111.1,122,215,281
2026-09-25,stardust,マイジャグラーV,345,895,3,2,,,179,298,448
2026-09-25,stardust,マイジャグラーV,346,6200,24,18,474,102.5,148,258,344
2026-09-25,stardust,マイジャグラーV,347,711,2,1,,,237,356,711
2026-09-25,stardust,マイジャグラーV,348,2244,7,3,,,224,321,748
2026-09-25,stardust,マイジャグラーV,349,2215,4,7,,,201,554,316
2026-09-25,stardust,マイジャグラーV,350,1801,5,2,-901,83.3,257,360,901
2026-09-25,stardust,マイジャグラーV,351,2057,5,4,,,229,411,514
2026-09-25,stardust,マイジャグラーV,352,4919,21,10,,,159,234,492
2026-09-25,stardust,,353,3296,9,9,,,183,366,366
2026-09-25,stardust,,354,2327,10,5,,,155,233,465
2026-09-25,stardust,,355,1007,2,2,,,252,504,504
2026-09-25,stardust,,356,3349,16,6,517,105.1,152,209,558
2026-09-25,stardust,マイジャグラーV,357,1653,5,2,,,236,331,827
2026-09-25,stardust,マイジャグラーV,358,4194,16,13,21,100.2,145,262,323
2026-09-25,stardust,マイジャグラーV,359,3451,6,10,,,216,575,345
2026-09-25,stardust,マイジャグラーV,360,2567,5,8,-872,88.7,197,513,321
2026-09-25,stardust,マイジャグラーV,361,4527,19,11,509,103.7,151,238,412
2026-09-25,stardust,マイジャグラーV,362,3076,9,7,,,192,342,439
2026-09-25,stardust,ファンキージャグラー２ＫＴ,363,5925,24,15,436,102.5,152,247,395
2026-09-25,stardust,ファンキージャグラー２ＫＴ,364,3011,16,6,936,110.4,137,188,502
2026-09-25,stardust,ファンキージャグラー２ＫＴ,365,6068,28,20,1621,108.9,126,217,303
2026-09-25,stardust,,366,1935,8,5,79,101.4,149,242,387
2026-09-25,stardust,,367,4675,26,14,2297,116.4,117,180,334
2026-09-25,stardust,,368,2221,7,6,,,171,317,370
2026-09-25,stardust,,369,657,1,2,,,219,657,329
2026-09-25,stardust,,370,5139,19,18,359,102.3,139,270,286
2026-09-25,stardust,,371,3354,23,12,2647,126.3,96,146,280
2026-09-25,stardust,,372,3384,10,9,,,178,338,376
2026-09-25,stardust,ネオアイムジャグラーEX,373,3983,8,10,,,221,498,398
2026-09-25,stardust,ネオアイムジャグラーEX,374,1692,1,3,,,423,1692,564
2026-09-25,stardust,ネオアイムジャグラーEX,375,2032,5,5,,,203,406,406
2026-09-25,stardust,ネオアイムジャグラーEX,376,1755,6,3,,,195,293,585
