date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-07-31,bigapple,L戦国乙女5 業火を穿つ宿焔の双刃,0,5610,20/37,37,100
2026-07-31,bigapple,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1,3752,7/30,30,100
2026-07-31,bigapple,スマスロ 甲鉄城のカバネリ 海門決戦,0,4187,10/30,30,100
2026-07-31,bigapple,スロット ソードアート・オンラインⅡ,0,9193,11/18,18,100
2026-07-31,bigapple,L東京喰種,0,4943,7/15,15,100
2026-07-31,bigapple,戦国コレクション6,0,5516,5/15,15,100
2026-07-31,bigapple,スマスロ化物語,-1,3164,1/15,15,100
2026-07-31,bigapple,Lパチスロからくりサーカス2,0,4254,10/15,15,100
2026-07-31,bigapple,スマスロ ミリオンゴッド-神々の軌跡-,0,3057,4/13,13,100
2026-07-31,bigapple,Lパチスロうみねこのなく頃に2,0,6524,5/12,12,100
2026-07-31,bigapple,Lバンドリ！,0,4948,7/12,12,100
2026-07-31,bigapple,パチスロ戦国恋姫,0,5493,8/12,12,100
2026-07-31,bigapple,マイジャグラーV,-1,4076,3/12,12,100
2026-07-31,bigapple,スマスロモンキーターンV,0,2437,3/10,10,100
2026-07-31,bigapple,スマスロ スーパーリオエース2,0,2447,4/10,10,100
2026-07-31,bigapple,L少女☆歌劇 レヴュースタァライト -The SLOT-,-1,3723,2/10,10,100
2026-07-31,bigapple,スマスロ 攻殻機動隊,0,4621,4/9,9,100
2026-07-31,bigapple,L ToLOVEるダークネス TRANCE ver.8.7,0,3325,3/9,9,100
2026-07-31,bigapple,プリズムナナ,1,5530,6/8,8,100
2026-07-31,bigapple,Lパチスロ炎炎ノ消防隊2,0,6608,2/7,7,100
2026-07-31,bigapple,L虚構推理,0,2901,2/7,7,100
2026-07-31,bigapple,真打 吉宗,0,4321,5/7,7,100
2026-07-31,bigapple,Lアズールレーン THE ANIMATION,0,3211,2/6,6,100
2026-07-31,bigapple,Lラブ嬢3～Wご指名はいかがですか?～,-1,2234,0/6,6,100
2026-07-31,bigapple,A-SLOT+異世界かるてっとBT,0,5558,2/6,6,100
