date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-05-12,espace_akiba,Lタクトオーパス デスティニー,4391,7373,2/2,2,119.9
2026-05-12,espace_akiba,スマスロ サンダーV,2252,4831,2/2,2,115.5
2026-05-12,espace_akiba,パチスロ　戦姫絶唱シンフォギア　勇気の歌,1849,2387,2/2,2,125.8
2026-05-12,espace_akiba,スマスロとある科学の超電磁砲2,1241,2722,2/3,3,115.2
2026-05-12,espace_akiba,L ToLOVEるダークネス TRANCE ver.8.7,1120,6083,18/30,30,106.1
2026-05-12,espace_akiba,ウルトラミラクルジャグラー,1062,6446,2/2,2,105.5
2026-05-12,espace_akiba,スマスロ化物語,985,5061,13/28,28,106.5
2026-05-12,espace_akiba,L少女☆歌劇 レヴュースタァライト -The SLOT-,951,3789,3/6,6,108.4
2026-05-12,espace_akiba,Lバンドリ！,832,2321,4/10,10,111.9
2026-05-12,espace_akiba,Lパチスロ炎炎ノ消防隊2,829,2731,6/15,15,110.1
2026-05-12,espace_akiba,パチスロ戦国恋姫,828,3356,2/4,4,108.2
2026-05-12,espace_akiba,Lアズールレーン THE ANIMATION,799,1369,3/10,10,119.5
2026-05-12,espace_akiba,スマスロモンキーターンV,769,1957,5/11,11,113.1
2026-05-12,espace_akiba,Lスマスロとある魔術の禁書目録,755,1446,2/4,4,117.4
2026-05-12,espace_akiba,Lパチスロ戦姫絶唱シンフォギア 正義の歌,551,2585,1/2,2,107.1
2026-05-12,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,481,3274,20/50,50,104.9
2026-05-12,espace_akiba,ハッピージャグラーＶＩＩＩ,462,2606,2/2,2,105.9
2026-05-12,espace_akiba,パチスロひぐらしのなく頃に祭２,457,558,2/2,2,127.3
2026-05-12,espace_akiba,ゴーゴージャグラー３,420,4201,4/6,6,103.3
2026-05-12,espace_akiba,パチスロ　マクロスデルタ,356,6784,1/2,2,101.7
2026-05-12,espace_akiba,A-SLOT+ ディスクアップ ULTRAREMIX,353,4546,1/2,2,102.6
2026-05-12,espace_akiba,スマスロ スーパーリオエース2,326,7694,4/8,8,101.4
2026-05-12,espace_akiba,スマスロ 甲鉄城のカバネリ 海門決戦,323,5157,11/20,20,102.1
2026-05-12,espace_akiba,Lソードアート・オンライン,277,1859,7/18,18,105
2026-05-12,espace_akiba,L虚構推理,187,4631,3/5,5,101.3
2026-05-12,espace_akiba,スマスロ 攻殻機動隊,122,4141,4/7,7,101
2026-05-12,espace_akiba,真打 吉宗,66,4313,5/10,10,100.5
2026-05-12,espace_akiba,パチスロ　甲鉄城のカバネリ,28,350,1/4,4,102.6
2026-05-12,espace_akiba,スマスロヨルムンガンド,7,1810,2/6,6,100.1
2026-05-12,espace_akiba,L戦国乙女４　戦乱に閃く炯眼の軍師,-32,1920,9/32,32,99.4
2026-05-12,espace_akiba,L東京喰種,-104,2670,11/28,28,98.7
2026-05-12,espace_akiba,ファンキージャグラー２ＫＴ,-114,4524,4/9,9,99.2
2026-05-12,espace_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-130,2204,3/5,5,98
2026-05-12,espace_akiba,マイジャグラーV,-144,3883,10/27,27,98.8
2026-05-12,espace_akiba,Lパチスロガールズ＆パンツァー 最終章,-161,1176,2/6,6,95.4
2026-05-12,espace_akiba,この素晴らしい世界に祝福を！,-175,1905,1/5,5,96.9
2026-05-12,espace_akiba,スマスロ ゴッドイーター リザレクション,-192,2025,1/4,4,96.8
2026-05-12,espace_akiba,スロット ゾンビランドサガ,-220,1108,1/4,4,93.4
2026-05-12,espace_akiba,ネオアイムジャグラーEX,-252,3717,2/5,5,97.7
2026-05-12,espace_akiba,Lパチスロうみねこのなく頃に2,-350,4453,3/5,5,97.4
2026-05-12,espace_akiba,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,-359,1027,1/6,6,88.4
2026-05-12,espace_akiba,スマスロ北斗の拳 転生の章2,-368,3001,2/11,11,95.9
2026-05-12,espace_akiba,回胴式遊技機グランベルム,-380,2431,1/7,7,94.8
2026-05-12,espace_akiba,Lアクダマドライブ,-392,3716,1/2,2,96.5
2026-05-12,espace_akiba,スマスロ バイオハザードRE:3,-484,4908,4/14,14,96.7
2026-05-12,espace_akiba,Lパチスロからくりサーカス,-565,1572,1/3,3,88
2026-05-12,espace_akiba,ジャグラーガールズSS,-596,3199,0/4,4,93.8
2026-05-12,espace_akiba,Lパチスロ革命機ヴァルヴレイヴ2,-622,5998,5/10,10,96.5
2026-05-12,espace_akiba,プリズムナナ,-653,2073,2/5,5,89.5
2026-05-12,espace_akiba,L無職転生～異世界行ったら本気だす～,-667,970,0/6,6,77.1
2026-05-12,espace_akiba,A-SLOT+異世界かるてっとBT,-823,3863,1/4,4,92.9
2026-05-12,espace_akiba,スマスロ ハナビ,-1045,3300,1/4,4,89.4
2026-05-12,espace_akiba,スマスロ ビッグドリーム THE GOLDEN PUSHER,-1695,7451,1/3,3,92.4
2026-05-12,espace_akiba,スマスロ ミリオンゴッド-神々の軌跡-,-1863,4720,2/17,17,86.8
2026-05-12,espace_akiba,スマスロ シャーマンキング,-3721,5354,0/3,3,76.8
