date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-07-10,bigdipper,Lパチスロからくりサーカス2,1,5564,0,21,97,100.6,265,,265
2026-07-10,bigdipper,Lパチスロからくりサーカス2,2,3884,2,10,,,324,1942,388
2026-07-10,bigdipper,Lパチスロからくりサーカス2,3,4141,13,5,3031,124.4,230,319,828
2026-07-10,bigdipper,Lパチスロからくりサーカス2,4,6254,18,16,938,105,184,347,391
2026-07-10,bigdipper,Lパチスロからくりサーカス2,5,7628,18,8,,,293,424,954
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,6,3558,37,7,3041,128.5,81,96,508
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,7,4951,64,14,,,63,77,354
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,8,2793,26,5,,,90,107,559
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,9,3180,14,8,,,145,227,398
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,10,2243,28,1,1625,124.1,77,80,2243
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,11,3833,22,4,,,147,174,958
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,12,1935,30,2,1297,122.3,60,65,968
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,13,1242,5,1,,,207,248,1242
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,14,3337,29,1,260,102.6,111,115,3337
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,41,1556,18,1,1208,125.9,82,86,1556
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,42,924,8,0,,,116,116,
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,43,1737,2,2,,,434,869,869
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,44,1025,26,2,3264,206.1,37,39,513
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ2,45,1706,3,1,,,427,569,1706
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,46,1263,24,1,1406,137.1,51,53,1263
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,47,280,1,0,,,280,280,
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,48,2837,32,0,903,110.6,89,89,
2026-07-10,bigdipper,Lパチスロ革命機ヴァルヴレイヴ,49,805,2,0,,,403,403,
2026-07-10,bigdipper,Lパチスロからくりサーカス,50,2014,13,1,-847,86,144,155,2014
2026-07-10,bigdipper,Lパチスロからくりサーカス,51,821,0,1,,,821,,821
2026-07-10,bigdipper,Lパチスロからくりサーカス,52,4975,16,3,,,262,311,1658
2026-07-10,bigdipper,Lパチスロからくりサーカス,53,6541,41,14,,,119,160,467
2026-07-10,bigdipper,Lパチスロからくりサーカス,54,6039,35,12,,,128,173,503
2026-07-10,bigdipper,,55,4838,28,12,,,121,173,403
2026-07-10,bigdipper,,56,6921,44,17,,,113,157,407
2026-07-10,bigdipper,,57,6191,72,22,13194,171,66,86,281
2026-07-10,bigdipper,Lパチスロからくりサーカス2,120,4724,0,17,681,104.8,278,,278
2026-07-10,bigdipper,マイジャグラーV,401,1876,9,3,265,104.7,156,208,625
2026-07-10,bigdipper,マイジャグラーV,402,1376,6,3,36,100.9,153,229,459
2026-07-10,bigdipper,マイジャグラーV,403,957,3,0,,,319,319,
2026-07-10,bigdipper,マイジャグラーV,404,1700,5,3,,,213,340,567
2026-07-10,bigdipper,マイジャグラーV,405,1441,2,2,,,360,721,721
2026-07-10,bigdipper,ファンキージャグラー２ＫＴ,406,608,1,1,,,304,608,608
2026-07-10,bigdipper,ファンキージャグラー２ＫＴ,407,2459,11,6,396,105.4,145,224,410
2026-07-10,bigdipper,ファンキージャグラー２ＫＴ,408,2280,8,5,,,175,285,456
