date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-07-05,honkan,,2001,8089,28,28,405,101.7,144,289,289
2026-07-05,honkan,,2002,8839,34,36,1604,106,126,260,246
2026-07-05,honkan,,2003,8345,31,23,107,100.4,155,269,363
2026-07-05,honkan,,2004,7123,24,14,-1388,93.5,187,297,509
2026-07-05,honkan,,2005,8580,33,31,1011,103.9,134,260,277
2026-07-05,honkan,,2006,7333,32,19,1615,107.3,144,229,386
2026-07-05,honkan,,2007,8676,43,33,3592,113.8,114,202,263
2026-07-05,honkan,,2008,7502,30,24,798,103.5,139,250,313
2026-07-05,honkan,,2009,7705,35,28,1996,108.6,122,220,275
2026-07-05,honkan,,2010,8674,32,30,716,102.8,140,271,289
2026-07-05,honkan,,2011,6879,34,23,2404,111.6,121,202,299
2026-07-05,honkan,,2012,7303,27,19,-399,98.2,159,270,384
2026-07-05,honkan,,2013,6713,22,22,-396,98,153,305,305
2026-07-05,honkan,,2014,7022,24,12,-898,95.7,195,293,585
2026-07-05,honkan,,2015,8067,32,27,715,103,137,252,299
2026-07-05,honkan,,2016,6808,30,17,607,103,145,227,400
2026-07-05,honkan,,2017,8091,42,21,2500,110.3,128,193,385
2026-07-05,honkan,,2018,6766,24,18,-303,98.5,161,282,376
2026-07-05,honkan,,2019,6291,27,13,209,101.1,157,233,484
2026-07-05,honkan,,2020,7892,28,21,-696,97.1,161,282,376
2026-07-05,honkan,,2021,6383,16,15,-2299,88,206,399,426
2026-07-05,honkan,,2022,7934,29,25,107,100.4,147,274,317
2026-07-05,honkan,,2023,7732,21,26,-1593,93.1,165,368,297
2026-07-05,honkan,,2024,8778,37,31,1700,106.5,129,237,283
2026-07-05,honkan,,2025,9275,38,48,2708,109.7,108,244,193
2026-07-05,honkan,,2026,8767,39,42,3211,112.2,108,225,209
2026-07-05,honkan,,2027,9520,38,31,1100,103.9,138,251,307
2026-07-05,honkan,,2028,3147,9,5,-599,93.7,225,350,629
2026-07-05,honkan,,2029,4659,19,13,1403,110,146,245,358
2026-07-05,honkan,L不二子BT,2030,2339,12,7,-792,88.7,123,195,334
2026-07-05,honkan,スマスロ サンダーV,2031,3017,10,3,-1089,88,232,302,1006
2026-07-05,honkan,,2032,355,0,1,-394,63,355,,355
2026-07-05,honkan,,2033,4662,14,6,-901,93.6,233,333,777
2026-07-05,honkan,A-SLOT+異世界かるてっとBT,2034,1961,7,8,-992,83.1,131,280,245
2026-07-05,honkan,SHAKE BONUS TRIGGER,2035,1422,3,3,-500,88.3,237,474,474
2026-07-05,honkan,,2036,2552,13,5,-390,94.9,142,196,510
2026-07-05,honkan,,2037,2082,9,1,-1084,82.6,208,231,2082
2026-07-05,honkan,,2038,4610,20,9,-2286,83.5,159,231,512
2026-07-05,honkan,,2039,2835,11,12,-492,94.2,123,258,236
2026-07-05,honkan,,2040,4954,17,3,-1790,88,248,291,1651
2026-07-05,honkan,,2041,3654,17,8,603,105.5,146,215,457
2026-07-05,honkan,,2042,7666,24,14,-4685,79.6,202,319,548
2026-07-05,honkan,,2043,4129,26,8,3013,124.3,121,159,516
2026-07-05,honkan,,2044,2901,22,7,3319,138.1,100,132,414
2026-07-05,honkan,,2045,3535,7,9,-1388,86.9,221,505,393
2026-07-05,honkan,,2046,3543,12,7,-190,98.2,186,295,506
2026-07-05,honkan,,2047,4111,16,12,800,106.5,147,257,343
2026-07-05,honkan,,2048,5228,34,11,4004,125.5,116,154,475
2026-07-05,honkan,バーサスリヴァイズ,2049,4409,22,15,2097,115.9,119,200,294
2026-07-05,honkan,,2050,8376,33,26,115,100.5,142,254,322
2026-07-05,honkan,,2051,8796,29,37,312,101.2,133,303,238
2026-07-05,honkan,,2052,8642,36,37,2403,109.3,118,240,234
2026-07-05,honkan,,2053,8354,40,33,3005,112,114,209,253
