date,hall,model,daban,G,BB,RB,samai,deri,gousei,bb_bunbo,rb_bunbo
2026-07-09,espace_akiba,,2001,5928,0,15,801,104.5,395,,395
2026-07-09,espace_akiba,,2002,6292,0,10,12527,166.4,629,,629
2026-07-09,espace_akiba,,2003,2719,0,6,3506,143,453,,453
2026-07-09,espace_akiba,,2004,2274,0,8,-99,98.5,284,,284
2026-07-09,espace_akiba,,2005,3276,0,15,-2705,72.5,218,,218
2026-07-09,espace_akiba,,2006,3962,0,9,3007,125.3,440,,440
2026-07-09,espace_akiba,,2007,3586,0,18,-1903,82.3,199,,199
2026-07-09,espace_akiba,,2008,1689,0,3,-1596,68.5,563,,563
2026-07-09,espace_akiba,,2009,3610,0,7,-2702,75.1,516,,516
2026-07-09,espace_akiba,,2010,4980,0,13,-2008,86.6,383,,383
2026-07-09,espace_akiba,,2011,5796,25,16,-1692,90.3,141,232,362
2026-07-09,espace_akiba,,2012,804,1,1,-901,62.6,402,804,804
2026-07-09,espace_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,2013,3614,11,6,-2794,74.2,213,329,602
2026-07-09,espace_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,2014,4957,21,14,-1302,91.2,142,236,354
2026-07-09,espace_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,2015,6052,22,19,-2485,86.3,148,275,319
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2016,4480,22,0,3415,125.4,204,204,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2017,5745,23,0,-1407,91.8,250,250,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2018,4730,25,0,1302,109.2,189,189,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2019,4959,20,0,-296,98,248,248,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2020,3949,17,0,-299,97.5,232,232,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2021,4704,23,0,-597,95.8,205,205,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2022,2700,11,0,-184,97.7,245,245,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2023,3696,18,0,3416,130.8,205,205,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2024,4375,18,0,-700,94.7,243,243,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2025,3433,12,0,-1388,86.5,286,286,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2026,4327,25,0,4912,137.8,173,173,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2027,4456,17,0,796,106,262,262,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2028,3886,13,0,-2702,76.8,299,299,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2029,4272,18,0,-3696,71.2,237,237,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2030,2156,9,0,-1090,83.1,240,240,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2031,3425,13,0,2314,122.5,263,263,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2032,4414,23,0,3003,122.7,192,192,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2033,3763,15,0,7785,169,251,251,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2034,6065,22,0,-3581,80.3,276,276,
2026-07-09,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,2035,3228,14,0,-1091,88.7,231,231,
