date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-05-20,espace_akiba,スマスロ ゴッドイーター リザレクション,3006,3434,3/4,4,129.2
2026-05-20,espace_akiba,スマスロ シャーマンキング,2074,2037,2/3,3,133.9
2026-05-20,espace_akiba,プリズムナナ,1534,5155,3/5,5,109.9
2026-05-20,espace_akiba,パチスロ　マクロスデルタ,1014,5541,1/2,2,106.1
2026-05-20,espace_akiba,スマスロとある科学の超電磁砲2,838,6869,2/3,3,104.1
2026-05-20,espace_akiba,ゴーゴージャグラー３,807,4861,4/6,6,105.5
2026-05-20,espace_akiba,Lパチスロガールズ＆パンツァー 最終章,622,1108,4/6,6,118.7
2026-05-20,espace_akiba,ハッピージャグラーＶＩＩＩ,604,4929,1/2,2,104.1
2026-05-20,espace_akiba,スマスロ ハナビ,576,4760,3/4,4,104
2026-05-20,espace_akiba,パチスロ　甲鉄城のカバネリ,576,1236,3/3,3,115.5
2026-05-20,espace_akiba,回胴式遊技機グランベルム,535,3225,4/7,7,105.5
2026-05-20,espace_akiba,L ToLOVEるダークネス TRANCE ver.8.7,502,6009,11/30,30,102.8
2026-05-20,espace_akiba,Lソードアート・オンライン,365,3793,5/18,18,103.2
2026-05-20,espace_akiba,スマスロ化物語,271,3839,12/28,28,102.4
2026-05-20,espace_akiba,ジャグラーガールズSS,206,5501,2/4,4,101.2
2026-05-20,espace_akiba,真打 吉宗,179,4415,3/10,10,101.4
2026-05-20,espace_akiba,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,175,3254,24/50,50,101.8
2026-05-20,espace_akiba,マイジャグラーV,164,4894,13/27,27,101.1
2026-05-20,espace_akiba,L戦国乙女４　戦乱に閃く炯眼の軍師,163,2222,11/32,32,102.4
2026-05-20,espace_akiba,スマスロ サンダーV,104,5818,1/2,2,100.6
2026-05-20,espace_akiba,Lパチスロ炎炎ノ消防隊2,73,4157,6/15,15,100.6
2026-05-20,espace_akiba,L無職転生～異世界行ったら本気だす～,21,5745,3/6,6,100.1
2026-05-20,espace_akiba,A-SLOT+異世界かるてっとBT,-46,7079,2/4,4,99.8
2026-05-20,espace_akiba,L虚構推理,-75,8787,3/5,5,99.7
2026-05-20,espace_akiba,ネオアイムジャグラーEX,-94,5652,2/5,5,99.4
2026-05-20,espace_akiba,スマスロモンキーターンV,-139,2340,2/11,11,98
2026-05-20,espace_akiba,パチスロ戦国恋姫,-249,2255,0/4,4,96.3
2026-05-20,espace_akiba,スマスロ北斗の拳 転生の章2,-276,3983,4/11,11,97.7
2026-05-20,espace_akiba,Lバンドリ！,-283,3017,4/10,10,96.9
2026-05-20,espace_akiba,スロット ゾンビランドサガ,-316,3360,1/4,4,96.9
2026-05-20,espace_akiba,Lパチスロうみねこのなく頃に2,-334,3711,3/7,7,97
2026-05-20,espace_akiba,スマスロ 甲鉄城のカバネリ 海門決戦,-345,5182,8/20,20,97.8
2026-05-20,espace_akiba,この素晴らしい世界に祝福を！,-354,3920,2/5,5,97
2026-05-20,espace_akiba,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,-378,2714,1/5,5,95.4
2026-05-20,espace_akiba,ファンキージャグラー２ＫＴ,-408,4809,3/9,9,97.2
2026-05-20,espace_akiba,Lパチスロ 機動戦士ガンダムユニコーン 覚醒DRIVE,-497,1130,1/3,3,85.3
2026-05-20,espace_akiba,ウルトラミラクルジャグラー,-550,2815,0/2,2,93.5
2026-05-20,espace_akiba,L東京喰種,-602,3193,12/28,28,93.7
2026-05-20,espace_akiba,スマスロ 攻殻機動隊,-637,3490,3/7,7,93.9
2026-05-20,espace_akiba,スマスロ バイオハザードRE:3,-682,4533,5/14,14,95
2026-05-20,espace_akiba,Lパチスロ戦姫絶唱シンフォギア 正義の歌,-695,1749,0/2,2,86.8
2026-05-20,espace_akiba,Lアズールレーン THE ANIMATION,-785,2751,3/10,10,90.5
2026-05-20,espace_akiba,L少女☆歌劇 レヴュースタァライト -The SLOT-,-796,3048,1/6,6,91.3
2026-05-20,espace_akiba,Lパチスロからくりサーカス,-860,2732,2/3,3,89.5
2026-05-20,espace_akiba,スマスロヨルムンガンド,-980,1393,0/6,6,76.6
2026-05-20,espace_akiba,スマスロ スーパーリオエース2,-1082,7143,2/8,8,95
2026-05-20,espace_akiba,A-SLOT+ ディスクアップ ULTRAREMIX,-1140,2918,0/2,2,87
2026-05-20,espace_akiba,パチスロ　戦姫絶唱シンフォギア　勇気の歌,-1192,3140,0/2,2,87.3
2026-05-20,espace_akiba,Lスマスロとある魔術の禁書目録,-1269,3444,1/4,4,87.7
2026-05-20,espace_akiba,Lパチスロ マクロスフロンティア4,-1559,4064,1/3,3,87.2
2026-05-20,espace_akiba,Lパチスロ革命機ヴァルヴレイヴ2,-1739,4168,1/10,10,86.1
2026-05-20,espace_akiba,Lタクトオーパス デスティニー,-1998,7289,0/2,2,90.9
2026-05-20,espace_akiba,スマスロ ミリオンゴッド-神々の軌跡-,-2477,5902,1/17,17,86
2026-05-20,espace_akiba,Lアクダマドライブ,-2798,3104,0/2,2,70
2026-05-20,espace_akiba,スマスロ ビッグドリーム THE GOLDEN PUSHER,-3788,8133,1/3,3,84.5
