date,hall,model,avg_samai,avg_G,win,total_dai,deri
2026-03-04,honkan,A-SLOT+ ディスクアップ ULTRAREMIX,2706,4563,1/2,2,119.8
2026-03-04,honkan,スマスロ秘宝伝,1363,718,2/2,2,163.3
2026-03-04,honkan,Lアズールレーン THE ANIMATION,973,880,2/3,3,136.9
2026-03-04,honkan,L主役は銭形5,934,1545,3/3,3,120.2
2026-03-04,honkan,Lパチスロ革命機ヴァルヴレイヴ2,908,1214,4/8,8,124.9
2026-03-04,honkan,スマスロ ハナビ,835,3125,4/4,4,108.9
2026-03-04,honkan,プリズムナナ,815,1592,2/2,2,117.1
2026-03-04,honkan,アレックス ブライト,808,2468,1/2,2,110.9
2026-03-04,honkan,スマスロ北斗の拳 転生の章2,620,4394,4/16,16,104.7
2026-03-04,honkan,Lスマスロ北斗の拳,577,2700,4/10,10,107.1
2026-03-04,honkan,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,469,708,1/3,3,122.1
2026-03-04,honkan,L戦国乙女４　戦乱に閃く炯眼の軍師,438,905,1/3,3,116.1
2026-03-04,honkan,L東京喰種,422,3097,6/11,11,104.5
2026-03-04,honkan,スマスロ真・北斗無双,404,721,1/2,2,118.7
2026-03-04,honkan,スマスロ鉄拳6,379,802,2/4,4,115.7
2026-03-04,honkan,スマスロ 東京リベンジャーズ,344,2296,2/5,5,105
2026-03-04,honkan,LBパチスロ ヱヴァンゲリヲン～約束の扉～,234,661,1/3,3,111.8
2026-03-04,honkan,ウルトラミラクルジャグラー,185,2855,3/4,4,102.2
2026-03-04,honkan,ミスタージャグラー,132,3545,1/3,3,101.2
2026-03-04,honkan,Lパチスロ炎炎ノ消防隊2,101,4102,3/6,6,100.8
2026-03-04,honkan,スマスロ新鬼武者3,100,1031,1/4,4,103.2
2026-03-04,honkan,ネオアイムジャグラーEX,95,4030,13/28,28,100.8
2026-03-04,honkan,L聖闘士星矢 海皇覚醒 CUSTOM EDITION,70,658,1/3,3,103.6
2026-03-04,honkan,スマスロ化物語,19,2022,2/6,6,100.3
2026-03-04,honkan,Lパチスロ炎炎ノ消防隊,8,628,1/2,2,100.4
2026-03-04,honkan,クレアの秘宝伝～はじまりの扉と太陽の石～ボーナストリガーver.,2,2892,1/2,2,100
2026-03-04,honkan,スマスロ 沖ドキ!DUO アンコール,-16,1315,3/5,5,99.6
2026-03-04,honkan,キングハナハナ-30,-16,3532,3/10,10,99.9
2026-03-04,honkan,いざ！番長,-45,500,1/4,4,97
2026-03-04,honkan,沖ドキ!ゴージャス 30Φ,-46,3677,3/6,6,99.6
2026-03-04,honkan,マイジャグラーV,-48,5545,21/43,43,99.7
2026-03-04,honkan,新ハナビ,-48,1695,1/2,2,99.1
2026-03-04,honkan,Lパチスロからくりサーカス,-66,91,0/3,3,75.7
2026-03-04,honkan,ゴーゴージャグラー３,-82,3125,3/14,14,99.1
2026-03-04,honkan,Lラブ嬢3～Wご指名はいかがですか?～,-98,486,1/2,2,93.3
2026-03-04,honkan,スマート沖スロ ドラゴンハナハナ～閃光～,-126,1438,1/3,3,97.1
2026-03-04,honkan,スマスロモンキーターンV,-251,1864,2/12,12,95.5
2026-03-04,honkan,沖ドキ！ＧＯＬＤ,-273,4075,3/4,4,97.8
2026-03-04,honkan,スマスロ モンスターハンターライズ,-273,2484,2/5,5,96.3
2026-03-04,honkan,Lパチスロ革命機ヴァルヴレイヴ,-298,474,0/2,2,79
2026-03-04,honkan,スマスロネオプラネット,-300,724,0/2,2,86.2
2026-03-04,honkan,スマスロ 攻殻機動隊,-318,3436,2/4,4,96.9
2026-03-04,honkan,L ToLOVEるダークネス TRANCE ver.8.7,-325,1054,1/3,3,89.7
2026-03-04,honkan,スマスロ スーパーブラックジャック,-328,766,1/3,3,85.7
2026-03-04,honkan,スマート沖スロ ニューキングハナハナV,-350,2011,0/2,2,94.2
2026-03-04,honkan,Lパチスロうみねこのなく頃に2,-445,5708,1/2,2,97.4
2026-03-04,honkan,沖ドキ！ＧＯＬＤ-30,-511,3734,5/15,15,95.4
2026-03-04,honkan,スマスロ ゴッドイーター リザレクション,-530,1274,0/3,3,86.1
2026-03-04,honkan,ファンキージャグラー２ＫＴ,-544,1912,1/10,10,90.5
2026-03-04,honkan,ジャグラーガールズSS,-559,3265,1/5,5,94.3
2026-03-04,honkan,スマスロとある科学の超電磁砲2,-565,514,0/3,3,63.4
2026-03-04,honkan,スマスロ 甲鉄城のカバネリ 海門決戦,-568,6706,6/12,12,97.2
2026-03-04,honkan,L無職転生～異世界行ったら本気だす～,-597,640,0/2,2,68.9
2026-03-04,honkan,ハッピージャグラーＶＩＩＩ,-637,3292,1/5,5,93.6
2026-03-04,honkan,スマスロバジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,-725,1687,0/3,3,85.7
2026-03-04,honkan,L ToLOVEるダークネス,-799,855,0/2,2,68.9
2026-03-04,honkan,ニューキングハナハナV‐30,-863,3738,0/3,3,92.3
2026-03-04,honkan,Lパチスロ かぐや様は告らせたい,-865,1186,0/3,3,75.7
2026-03-04,honkan,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,-1025,2091,1/6,6,83.7
2026-03-04,honkan,沖ドキ！BLACK,-1269,4177,1/4,4,89.9
2026-03-04,honkan,スマスロ ゴブリンスレイヤーⅡ,-1871,3179,0/4,4,80.4
2026-03-04,honkan,チバリヨ2,-2094,2413,0/3,3,71.1
2026-03-04,honkan,吉宗,0,0,0/3,3,
