日付タイプ,model,延べ台日,平均差枚,勝率%
末尾:0,パチスロ　甲鉄城のカバネリ,22,559.6,50.0
末尾:0,Lパチスロからくりサーカス2,39,1324.5,46.2
末尾:0,Lゴジラ対エヴァンゲリオン,11,937.5,45.5
末尾:0,Lパチスロ革命機ヴァルヴレイヴ,53,1127.1,45.3
末尾:0,L東京喰種,49,345.0,44.9
末尾:0,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,9,283.3,44.4
末尾:0,Lソードアート・オンライン,14,-138.7,42.9
末尾:0,スマスロ 甲鉄城のカバネリ 海門決戦,49,163.9,42.9
末尾:0,L戦国乙女４　戦乱に閃く炯眼の軍師,14,-108.3,42.9
末尾:0,ゴーゴージャグラー３,49,318.9,42.9
末尾:0,スマスロ新鬼武者3,24,48.8,41.7
末尾:0,L戦国乙女5 業火を穿つ宿焔の双刃,28,-35.9,39.3
末尾:0,L真・一騎当千,18,64.7,38.9
末尾:0,ヤバチバ,18,-405.7,38.9
末尾:0,回胴式遊技機グランベルム,21,19.0,38.1
末尾:0,スマスロ 東京リベンジャーズ,21,1897.7,38.1
末尾:0,スマスロ ミリオンゴッド-神々の軌跡-,21,497.7,38.1
末尾:0,マイジャグラーV,77,-161.4,37.7
末尾:0,スマスロ ストリートファイター6,8,-829.8,37.5
末尾:0,ファンキージャグラー２ＫＴ,35,2.0,37.1
末尾:0,スマスロ化物語,25,261.2,36.0
末尾:0,真打 吉宗,14,391.7,35.7
末尾:0,スマスロ 攻殻機動隊,21,348.6,33.3
末尾:0,スマスロ とある魔術の禁書目録2,12,-176.0,33.3
末尾:0,スマスロ モンスターハンターライズ,24,-741.0,29.2
末尾:0,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,28,-266.1,28.6
末尾:0,Lパチスロ炎炎ノ消防隊2,21,-538.4,28.6
末尾:0,スロット ソードアート・オンラインⅡ,21,-1244.9,28.6
末尾:0,スマスロモンキーターンV,32,-357.7,28.1
末尾:0,Lパチスロ革命機ヴァルヴレイヴ2,70,-778.1,27.1
末尾:0,Lパチスロからくりサーカス,32,-353.1,25.0
末尾:0,Lパチスロ かぐや様は告らせたい,24,-833.7,25.0
末尾:0,スロット ワールドダイスター,8,-1630.5,25.0
末尾:0,スマスロ北斗の拳 転生の章2,30,-80.9,23.3
末尾:0,スマスロ ゴッドイーター リザレクション,28,162.7,21.4
末尾:0,L無職転生～異世界行ったら本気だす～,10,-1331.4,20.0
末尾:0,スマスロ バイオハザードRE:3,21,-947.1,14.3
末尾:0,忍魂参～奥義皆伝ノ章～,9,-1014.3,11.1
末尾:1,この素晴らしい世界に祝福を！,26,367.6,65.4
末尾:1,真打 吉宗,18,212.6,55.6
末尾:1,スマスロ とある魔術の禁書目録2,15,1022.4,53.3
末尾:1,パチスロ頭文字Ｄ,8,739.8,50.0
末尾:1,スマスロモンキーターンV,41,566.2,48.8
末尾:1,ウルトラミラクルジャグラー,27,91.8,48.1
末尾:1,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,36,533.2,47.2
末尾:1,L戦国乙女5 業火を穿つ宿焔の双刃,36,454.1,47.2
末尾:1,スマスロ 甲鉄城のカバネリ 海門決戦,63,114.7,44.4
末尾:1,ヤバチバ,24,269.6,41.7
末尾:1,スマスロ ミリオンゴッド-神々の軌跡-,27,227.8,40.7
末尾:1,回胴式遊技機グランベルム,27,239.4,40.7
末尾:1,Lパチスロからくりサーカス2,50,218.2,40.0
末尾:1,L東京喰種,63,13.8,39.7
末尾:1,Lパチスロ革命機ヴァルヴレイヴ,68,598.4,39.7
末尾:1,パチスロ　甲鉄城のカバネリ,28,225.0,39.3
末尾:1,ゴーゴージャグラー３,63,-63.0,38.1
末尾:1,ファンキージャグラー２ＫＴ,45,-79.0,37.8
末尾:1,スロット ソードアート・オンラインⅡ,27,-492.6,37.0
末尾:1,Lゴジラ対エヴァンゲリオン,14,18.6,35.7
末尾:1,Lパチスロ革命機ヴァルヴレイヴ2,90,-86.7,35.6
末尾:1,スマスロ モンスターハンターライズ,31,374.4,35.5
末尾:1,マイジャグラーV,99,-140.9,35.4
