日付タイプ,model,延べ台日,平均差枚,勝率%
曜:日,スマスロ やじきた道中記参る！,8,-1134.2,25.0
曜:日,Lタクトオーパス デスティニー,30,-993.7,16.7
曜:月,回胴式遊技機グランベルム,28,1252.0,57.1
曜:月,スマスロ 甲鉄城のカバネリ 海門決戦,207,420.3,51.2
曜:月,スマスロ 攻殻機動隊,79,637.9,50.6
曜:月,Lタクトオーパス デスティニー,28,912.2,50.0
曜:月,スマスロBIRDIE WING-Golf Girls’ Story-,14,476.1,50.0
曜:月,スマスロ とある魔術の禁書目録2,68,513.2,50.0
曜:月,スマスロ やじきた道中記参る！,8,540.0,50.0
曜:月,L虚構推理,90,449.8,48.9
曜:月,L戦国乙女４　戦乱に閃く炯眼の軍師,58,1351.2,48.3
曜:月,スマスロ スーパーリオエース2,174,500.6,48.3
曜:月,L無職転生～異世界行ったら本気だす～,98,493.1,46.9
曜:月,スマスロモンキーターンV,86,232.3,46.5
曜:月,スマスロ スーパーブラックジャック,196,404.9,45.9
曜:月,スマスロ とんでもスキルで異世界放浪メシ,24,76.2,45.8
曜:月,L邪神ちゃんドロップキック,24,173.8,45.8
曜:月,L少女☆歌劇 レヴュースタァライト -The SLOT-,88,530.4,45.5
曜:月,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,602,344.6,45.3
曜:月,L東京喰種,322,150.2,44.4
曜:月,Lパチスロ革命機ヴァルヴレイヴ2,191,423.1,44.0
曜:月,スロット ソードアート・オンラインⅡ,212,146.1,43.4
曜:月,Lパチスロガールズ＆パンツァー 最終章,98,344.5,42.9
曜:月,スマスロ シャーマンキング,28,365.5,42.9
曜:月,L ToLOVEるダークネス,588,414.1,42.9
曜:月,L戦国乙女5 業火を穿つ宿焔の双刃,348,148.2,42.8
曜:月,Lソードアート・オンライン,224,408.9,42.4
曜:月,マイジャグラーV,120,-46.4,41.7
曜:月,スマスロ化物語,238,488.3,41.6
曜:月,Lパチスロ炎炎ノ消防隊2,172,339.1,40.7
曜:月,スロット ゾンビランドサガ,84,-21.3,40.5
曜:月,アニマルスロット ドッチ,28,389.1,39.3
曜:月,Lアズールレーン THE ANIMATION,112,559.3,38.4
曜:月,スマスロ ゴッドイーター リザレクション,8,694.0,37.5
曜:月,Lパチスロうみねこのなく頃に2,48,-44.1,37.5
曜:月,Lパチスロ かぐや様は告らせたい,32,269.8,37.5
曜:月,L南国育ち SPECIAL,8,-640.0,37.5
曜:月,スロット ワールドダイスター,16,-574.8,37.5
曜:月,スマスロとある科学の超電磁砲2,73,-103.6,37.0
曜:月,戦国コレクション6,80,159.0,36.2
曜:月,スマスロ ミリオンゴッド-神々の軌跡-,124,-237.3,35.5
曜:月,スマスロ痛いのは嫌なので防御力に極振りしたいと思います。,34,75.6,35.3
曜:月,Lバンドリ！,140,16.3,34.3
曜:月,真打 吉宗,108,-391.4,32.4
曜:月,スマスロ 七つの魔剣が支配する,28,200.4,32.1
曜:月,スマスロ バイオハザードRE:3,50,-176.1,30.0
曜:月,スマスロヨルムンガンド,16,-311.5,25.0
