daban,model,日数,平均差枚,プラス率%,最大差枚,最新差枚,スコア
3032,,200,241.7,51.0,4316,1719,0.315
3151,L ToLOVEるダークネス TRANCE ver.8.7,199,421.0,41.7,17050,6409,0.314
4071,スマスロ 甲鉄城のカバネリ 海門決戦,200,327.4,46.5,9236,2200,0.314
4117,回胴式遊技機グランベルム,198,385.3,43.4,8828,4204,0.314
2079,,198,351.7,44.9,18003,9608,0.313
2115,L戦国乙女5 業火を穿つ宿焔の双刃,202,391.0,42.6,17219,4709,0.311
2023,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,199,304.9,46.7,10806,,0.31
2037,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,196,320.2,45.9,10309,,0.31
4052,,199,265.3,48.7,15032,,0.31
4068,スマスロ 甲鉄城のカバネリ 海門決戦,197,243.0,49.2,7210,,0.307
4094,,199,327.9,44.7,12932,,0.306
2161,,198,275.9,47.0,16209,6398,0.304
4063,スマスロ 甲鉄城のカバネリ 海門決戦,199,353.6,43.2,14119,4309,0.304
3049,,198,181.7,51.5,3998,601,0.303
4161,L東京喰種,198,334.2,43.9,11782,10537,0.303
2169,スマスロ化物語,198,299.5,45.5,11934,3616,0.302
3154,L ToLOVEるダークネス TRANCE ver.8.7,199,323.9,44.2,15502,,0.302
2106,L戦国乙女４　戦乱に閃く炯眼の軍師,197,421.6,39.1,16605,,0.301
3101,SHAKE BONUS TRIGGER,200,173.1,51.5,3502,2209,0.301
4032,スマスロ ストライク・ザ・ブラッド,199,249.7,47.7,7707,403,0.301
4047,Lゴジラ対エヴァンゲリオン,197,291.1,45.7,11919,,0.301
4054,,199,190.4,50.8,7902,3604,0.301
2097,,198,319.4,43.9,13520,,0.3
3022,L不二子BT,194,199.3,50.0,5026,2921,0.3
3159,L ToLOVEるダークネス TRANCE ver.8.7,199,285.4,45.7,15403,905,0.3
4160,L東京喰種,204,326.2,43.6,11017,4509,0.3
3164,L ToLOVEるダークネス TRANCE ver.8.7,146,336.1,43.2,18053,,0.3
2154,Lソードアート・オンライン,197,341.8,42.6,10382,,0.299
2049,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,200,303.2,44.5,10023,,0.298
4046,コードギアス反逆のルルーシュ３ C.C.&Kallen ver.,200,252.6,47.0,5415,,0.298
3023,,199,153.1,51.8,4902,,0.297
2109,L戦国乙女5 業火を穿つ宿焔の双刃,200,349.8,41.5,10473,2816,0.295
4042,交響詩篇エウレカセブン HI-EVOLUTION ZERO TYPE-ART,201,174.6,50.2,4505,808,0.295
4162,L東京喰種,198,292.6,44.4,13945,3699,0.295
2029,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,200,314.1,43.0,10801,403,0.294
3083,L ToLOVEるダークネス TRANCE ver.8.7,200,340.4,41.5,14848,4590,0.293
3103,,199,177.6,49.7,3505,403,0.293
4045,パチスロ ダンジョンに出会いを求めるのは間違っているだろうか2,199,176.0,49.7,5322,706,0.293
2101,Lソードアート・オンライン,197,303.9,43.1,12007,,0.292
2046,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,197,268.9,44.7,12938,,0.291
2104,Lソードアート・オンライン,198,306.4,42.9,7684,,0.291
2145,L戦国乙女5 業火を穿つ宿焔の双刃,200,212.8,47.5,13021,,0.291
3065,,200,324.8,42.0,14215,2503,0.291
3110,,204,190.2,48.5,4801,-594,0.29
3045,,198,175.0,49.0,4103,,0.289
2045,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,200,211.7,47.0,9194,717,0.288
2111,L戦国乙女5 業火を穿つ宿焔の双刃,196,345.0,40.3,13515,,0.288
3073,,202,311.0,42.1,14685,6232,0.288
3094,Lパチスロ炎炎ノ消防隊2,198,353.9,39.9,13017,,0.288
2030,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,204,266.8,44.1,10595,1512,0.287
3115,,197,122.4,51.3,4809,1707,0.287
4124,,200,398.6,37.5,16002,11927,0.287
3096,Lパチスロ炎炎ノ消防隊2,199,318.7,41.2,16801,,0.286
4116,回胴式遊技機グランベルム,199,298.0,42.2,7896,,0.286
2148,L戦国乙女４　戦乱に閃く炯眼の軍師,198,271.1,43.4,18341,,0.285
3089,,200,271.6,43.5,18787,1406,0.285
3118,,202,171.4,48.5,4591,1807,0.285
4036,Lパチスロ かぐや様は告らせたい,199,295.4,42.2,16701,,0.285
4058,,200,341.2,40.0,15602,4209,0.285
4029,L真・一騎当千,199,293.0,42.2,12107,7203,0.284
4130,,204,370.2,38.2,14126,8283,0.284
3038,,199,146.4,49.2,4598,,0.283
2140,L戦国乙女5 業火を穿つ宿焔の双刃,204,295.5,41.7,16878,7824,0.282
2142,L戦国乙女5 業火を穿つ宿焔の双刃,201,243.0,44.3,13084,,0.282
3048,,200,168.8,48.0,4001,,0.282
3142,Lパチスロ炎炎ノ消防隊2,199,333.1,39.7,12009,,0.282
3147,,198,318.4,40.4,18710,,0.282
4005,スマスロ 甲鉄城のカバネリ 海門決戦,199,203.1,46.2,10941,10941,0.282
4061,スマスロ 甲鉄城のカバネリ 海門決戦,199,262.0,43.2,14495,,0.282
2006,,201,200.4,46.3,10739,2003,0.281
3025,A-SLOT+異世界かるてっとBT,199,100.7,51.3,4909,,0.281
3076,L ToLOVEるダークネス TRANCE ver.8.7,199,278.7,42.2,14225,,0.281
4049,,201,158.6,48.3,5109,,0.281
4051,,199,127.2,49.7,5519,2316,0.281
2035,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,199,234.7,44.2,12445,3121,0.28
3033,,200,158.7,48.0,3202,,0.28
3036,,200,141.5,49.0,3920,,0.28
2118,L戦国乙女5 業火を穿つ宿焔の双刃,200,234.4,44.0,7892,,0.279
2128,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,198,223.5,44.4,9107,9007,0.278
2178,,201,244.7,43.3,10039,,0.278
4089,スマスロモンキーターンV,199,258.3,42.7,11472,,0.278
4144,Lアズールレーン THE ANIMATION,199,359.4,37.7,18127,1801,0.278
2099,,199,255.2,42.7,15569,,0.277
2133,L戦国乙女5 業火を穿つ宿焔の双刃,198,279.7,41.4,13509,808,0.277
4037,Lスマスロ転生したらスライムだった件,197,245.6,43.1,10378,,0.277
4043,パチスロ　ツインエンジェルＰＡＲＴＹ,201,132.4,48.8,4315,3202,0.277
2031,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,202,262.0,42.1,10030,,0.276
4111,,200,195.6,45.5,5515,1007,0.276
2095,,199,155.9,47.2,18447,3405,0.275
2184,,198,230.2,43.4,10309,5116,0.275
4073,スマスロ 甲鉄城のカバネリ 海門決戦,198,148.6,47.5,13593,,0.275
2082,,197,243.6,42.6,13845,,0.274
2098,,201,140.4,47.8,16710,1308,0.274
2149,L戦国乙女４　戦乱に閃く炯眼の軍師,198,310.0,39.4,10473,,0.274
2028,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,200,253.2,42.0,11175,3002,0.273
3127,,198,133.9,48.0,2920,,0.273
3141,Lパチスロ炎炎ノ消防隊2,198,242.2,42.4,14216,,0.273
4008,スマスロ 甲鉄城のカバネリ 海門決戦,198,132.4,48.0,9520,,0.273
3037,,199,131.8,47.7,4010,2914,0.272
3052,,199,213.5,43.7,13510,,0.272
3105,,200,117.6,48.5,3905,,0.272
4016,スマスロ 攻殻機動隊,200,327.1,38.0,17775,,0.272
4104,パチスロ戦国恋姫,201,141.9,47.3,5298,,0.272
3027,A-SLOT+異世界かるてっとBT,201,95.0,49.3,4704,0,0.27
4090,スマスロモンキーターンV,204,303.7,38.7,9130,-1193,0.27
2153,Lソードアート・オンライン,198,257.1,40.9,9715,,0.269
4035,L防空少女ラブキューレ２～極限の共鳴～,198,161.0,45.5,8591,4504,0.268
4065,スマスロ 甲鉄城のカバネリ 海門決戦,197,259.0,40.6,10313,,0.268
2182,,199,232.0,41.7,13043,6709,0.267
3099,Lバンドリ！,199,222.8,42.2,12684,,0.267
4165,L東京喰種,197,246.5,41.1,16733,7303,0.267
2150,L戦国乙女４　戦乱に閃く炯眼の軍師,204,280.9,39.2,15786,-3693,0.266
3138,Lバンドリ！,197,280.8,39.1,17106,7609,0.266
2057,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,196,222.6,41.8,9781,,0.265
2074,,201,214.0,42.3,18356,116,0.265
3162,L ToLOVEるダークネス TRANCE ver.8.7,199,195.9,43.2,18361,615,0.265
4131,,198,252.0,40.4,12115,,0.265
4157,L東京喰種,197,243.1,40.6,14877,2203,0.264
3109,,198,144.2,45.5,4420,1008,0.263
4114,パチスロ　戦姫絶唱シンフォギア　勇気の歌,199,139.0,45.7,6018,,0.263
2019,スマスロ マギアレコード 魔法少女まどか☆マギカ外伝,199,223.3,41.2,10315,,0.262
